crop_type,state,year,month,avg_price_per_tonne,min_price_per_tonne,max_price_per_tonne
Wheat,Karnataka,2021,2,27614.62,25976.7,30617.35
Wheat,Karnataka,2021,10,21188.23,19612.58,23930.27
Sugarcane,Maharashtra,2020,12,3352.57,3015.5,3820.17
Wheat,Punjab,2024,10,19836.83,18643.84,22606.56
Rice,Uttar Pradesh,2021,8,17439.88,16019.77,19809.93
Maize,Punjab,2022,4,19080.82,16675.43,20832.38
Cotton,Maharashtra,2024,2,58282.06,51003.75,63064.5
Sugarcane,Punjab,2021,6,3497.82,3173.32,3827.26
Rice,Karnataka,2022,1,21521.3,19039.29,24203.83
Rice,Uttar Pradesh,2023,1,22112.42,19529.69,24864.18
Wheat,Madhya Pradesh,2024,9,21843.21,18898.7,23220.03
Rice,Punjab,2022,8,19725.41,17252.53,20836.45
Sugarcane,Madhya Pradesh,2020,12,3684.12,3180.03,4184.7
Wheat,Maharashtra,2023,3,22730.55,20583.19,25066.29
Sugarcane,Punjab,2022,11,3518.22,3221.08,3776.17
Sugarcane,Maharashtra,2023,12,3428.28,3152.01,3605.22
Sugarcane,Karnataka,2021,9,3476.09,3084.22,3772.15
Maize,Madhya Pradesh,2020,1,19713.71,18314.3,21128.72
Rice,Karnataka,2021,12,21278.96,19527.78,24052.06
Cotton,Karnataka,2022,3,68581.67,62833.57,74449.04
Rice,Uttar Pradesh,2022,2,23017.16,21426.35,24846.34
Cotton,Karnataka,2022,3,68457.77,60783.35,73953.34
Maize,Punjab,2020,1,19689.02,17640.07,22283.96
Wheat,Karnataka,2023,7,22241.53,20376.5,25362.63
Sugarcane,Maharashtra,2023,6,3632.79,3123.67,3898.74
Sugarcane,Madhya Pradesh,2020,8,3602.77,3371.12,3932.46
Wheat,Karnataka,2023,1,25094.93,21554.89,27448.29
Cotton,Madhya Pradesh,2020,3,63252.83,58649.72,66893.2
Maize,Uttar Pradesh,2023,8,16217.93,15127.41,17722.42
Wheat,Madhya Pradesh,2022,9,20498.4,18115.17,21707.19
Maize,Punjab,2023,1,19447.63,18400.46,21989.94
Cotton,Madhya Pradesh,2023,11,52277.39,49315.64,56692.72
Sugarcane,Maharashtra,2022,6,3461.41,2997.92,3829.41
Maize,Punjab,2021,5,20253.78,18182.04,23280.84
Cotton,Punjab,2023,6,56678.33,52026.01,59932.09
Maize,Madhya Pradesh,2023,9,17924.03,15780.87,18975.2
Wheat,Karnataka,2023,10,19378.84,16474.78,21219.02
Rice,Maharashtra,2022,3,22256.17,21141.6,24007.39
Wheat,Maharashtra,2022,4,25217.9,22142.46,26881.65
Cotton,Madhya Pradesh,2024,8,52846.34,49109.26,60275.25
Wheat,Madhya Pradesh,2022,8,20820.64,19727.74,22345.31
Wheat,Punjab,2023,5,23180.09,19964.64,26355.82
Maize,Punjab,2023,9,17217.72,15730.29,18362.24
Cotton,Karnataka,2023,7,50704.77,46834.95,55539.05
Maize,Madhya Pradesh,2024,8,17251.24,16370.18,18208.24
Sugarcane,Karnataka,2022,8,3340.61,3007.6,3613.18
Wheat,Madhya Pradesh,2021,4,23396.31,21593.02,26612.71
Sugarcane,Punjab,2021,12,3599.32,3356.69,3888.53
Wheat,Karnataka,2023,4,26618.06,23686.02,28792.52
Sugarcane,Uttar Pradesh,2021,7,3141.77,2972.62,3397.15
Cotton,Maharashtra,2022,11,51494.18,44274.93,56781.69
Rice,Uttar Pradesh,2024,2,22411.09,20020.39,25323.84
Sugarcane,Madhya Pradesh,2024,6,3517.95,3250.4,3843.82
Wheat,Karnataka,2023,1,23119.53,21441.04,24395.9
Rice,Madhya Pradesh,2021,10,18603.8,15837.08,21014.0
Cotton,Karnataka,2024,3,61115.39,53387.75,69870.19
Sugarcane,Punjab,2021,6,3558.12,3330.22,3988.58
Cotton,Uttar Pradesh,2022,7,61412.99,58190.31,70414.72
Wheat,Uttar Pradesh,2022,11,19261.62,16787.02,21787.02
Rice,Maharashtra,2020,8,17681.53,16224.74,19281.71
Sugarcane,Uttar Pradesh,2023,3,3895.54,3674.1,4124.99
Sugarcane,Punjab,2021,2,4026.57,3786.63,4290.93
Cotton,Punjab,2021,2,61022.19,54106.17,67851.31
Sugarcane,Madhya Pradesh,2022,6,3547.13,3227.54,3749.93
Cotton,Karnataka,2022,5,55225.59,48194.04,63131.08
Sugarcane,Uttar Pradesh,2024,12,3658.0,3116.4,3960.52
Sugarcane,Maharashtra,2021,12,3526.13,3218.64,3799.47
Cotton,Uttar Pradesh,2023,9,52138.98,44693.05,59485.39
Maize,Madhya Pradesh,2022,7,19127.75,18090.58,20232.78
Sugarcane,Madhya Pradesh,2022,9,3070.77,2730.79,3279.48
Maize,Punjab,2024,5,19558.34,17755.2,22409.91
Wheat,Maharashtra,2023,12,21063.31,19209.74,22833.1
Rice,Madhya Pradesh,2023,6,21606.27,20214.66,23625.76
Sugarcane,Karnataka,2023,11,3432.36,3181.37,3695.14
Wheat,Karnataka,2020,2,24763.64,22949.04,26511.67
Maize,Madhya Pradesh,2023,10,17412.24,16442.72,19905.21
Maize,Uttar Pradesh,2022,6,16941.63,14750.86,18395.59
Rice,Karnataka,2024,2,23069.88,20671.96,26301.42
Rice,Punjab,2024,7,18189.59,17152.79,19796.76
Rice,Uttar Pradesh,2023,1,22803.91,21222.93,23952.44
Rice,Karnataka,2021,4,23015.88,20300.14,25137.42
Cotton,Madhya Pradesh,2023,7,54543.36,46567.95,60779.68
Wheat,Karnataka,2022,7,21475.07,18817.55,22661.24
Sugarcane,Maharashtra,2023,10,3317.28,3102.15,3643.39
Cotton,Madhya Pradesh,2024,4,62858.49,56045.07,72148.06
Cotton,Karnataka,2024,8,51595.72,45362.27,55066.86
Wheat,Madhya Pradesh,2024,8,21005.77,18651.79,23969.34
Cotton,Maharashtra,2021,7,48538.12,45792.86,51200.26
Wheat,Punjab,2021,2,26328.35,22932.72,29134.66
Rice,Madhya Pradesh,2023,1,22238.15,19798.71,24793.66
Cotton,Madhya Pradesh,2024,8,54560.75,50185.36,60770.53
Rice,Maharashtra,2024,5,20371.35,18185.73,21652.21
Sugarcane,Madhya Pradesh,2022,5,3920.44,3703.88,4302.75
Rice,Uttar Pradesh,2024,11,20850.18,18760.88,22539.12
Cotton,Madhya Pradesh,2024,8,52198.54,48607.11,59334.87
Maize,Punjab,2023,11,17147.99,15546.92,19314.29
Cotton,Uttar Pradesh,2021,4,62496.73,53975.32,67050.68
Sugarcane,Madhya Pradesh,2020,9,3372.28,3017.1,3543.29
Rice,Maharashtra,2024,8,19904.69,18549.97,21616.14
Rice,Maharashtra,2024,11,20959.84,19288.56,24011.55
Cotton,Uttar Pradesh,2023,2,63392.85,57252.24,69096.43
Cotton,Maharashtra,2023,5,58118.96,51133.93,61759.91
Cotton,Maharashtra,2021,6,56177.94,52484.55,61021.5
Cotton,Madhya Pradesh,2022,3,64298.41,55932.74,71382.08
Wheat,Uttar Pradesh,2022,10,23189.46,19851.76,25307.45
Cotton,Maharashtra,2022,10,44202.31,40881.27,50072.05
Sugarcane,Uttar Pradesh,2023,10,3604.67,3341.98,3798.89
Wheat,Uttar Pradesh,2024,9,20773.94,19599.84,23547.17
Sugarcane,Uttar Pradesh,2020,5,3580.15,3344.77,3867.71
Sugarcane,Punjab,2023,3,3743.04,3240.49,3941.82
Wheat,Karnataka,2024,8,18515.48,17491.39,19886.94
Maize,Uttar Pradesh,2024,2,20136.8,18986.0,22311.05
Wheat,Madhya Pradesh,2023,9,21228.07,19459.85,24224.58
Rice,Punjab,2023,10,19828.84,16931.45,21190.63
Cotton,Madhya Pradesh,2020,12,55222.83,51529.78,62218.28
Maize,Maharashtra,2020,11,15984.39,14439.59,16783.99
Wheat,Uttar Pradesh,2023,7,20082.84,17554.9,21505.17
Sugarcane,Karnataka,2021,4,4163.14,3655.1,4451.03
Maize,Maharashtra,2020,6,17446.92,15709.67,19829.55
Maize,Punjab,2023,11,17280.67,15304.46,19436.7
Maize,Madhya Pradesh,2020,12,19341.0,17504.94,21887.81
Cotton,Maharashtra,2021,11,51808.85,44245.12,59498.95
Cotton,Karnataka,2020,3,71007.48,63079.36,75638.79
Wheat,Karnataka,2020,3,24296.33,22075.11,26936.78
Cotton,Madhya Pradesh,2024,4,67163.46,60082.62,76137.29
Wheat,Madhya Pradesh,2021,9,20982.23,18963.09,23423.77
Wheat,Uttar Pradesh,2022,4,23023.18,21374.66,25083.31
Maize,Uttar Pradesh,2021,7,16908.51,15949.2,18401.63
Rice,Madhya Pradesh,2024,6,22006.62,20311.06,23151.71
Maize,Madhya Pradesh,2021,4,21066.34,19756.55,23230.39
Sugarcane,Maharashtra,2021,8,2942.98,2775.19,3232.51
Rice,Maharashtra,2023,4,20686.52,19243.96,22231.73
Wheat,Karnataka,2021,5,24457.11,22988.74,27907.58
Maize,Karnataka,2024,12,19108.34,17535.9,21551.37
Sugarcane,Uttar Pradesh,2021,5,3942.76,3403.0,4376.84
Cotton,Maharashtra,2021,9,49492.34,42834.84,52872.29
Cotton,Maharashtra,2020,3,59034.0,52333.92,64538.55
Cotton,Karnataka,2022,7,53547.61,48212.62,57202.9
Rice,Karnataka,2021,2,23229.35,21078.25,25871.47
Wheat,Maharashtra,2020,3,26007.9,22979.56,29298.18
Rice,Uttar Pradesh,2023,1,22231.13,19858.55,24419.08
Maize,Karnataka,2021,5,21101.53,18590.13,22337.65
Maize,Uttar Pradesh,2023,11,19170.29,16469.07,21898.65
Maize,Madhya Pradesh,2023,6,18761.52,16616.56,20811.18
Rice,Maharashtra,2021,1,21382.65,19961.93,22545.14
Cotton,Punjab,2021,9,51615.96,43920.87,55236.3
Rice,Madhya Pradesh,2024,9,19163.33,18126.64,21296.98
Rice,Karnataka,2024,3,23131.8,19727.24,24854.53
Rice,Madhya Pradesh,2023,5,22576.41,21180.03,24644.21
Maize,Karnataka,2022,5,20410.88,18182.09,21821.84
Sugarcane,Maharashtra,2020,8,3235.49,2917.48,3691.07
Wheat,Karnataka,2024,12,24045.48,22620.7,25542.27
Wheat,Uttar Pradesh,2024,11,23679.16,21391.84,26945.61
Cotton,Madhya Pradesh,2023,4,63138.97,54113.01,68052.09
Wheat,Uttar Pradesh,2024,4,22052.56,19460.3,25239.42
Cotton,Karnataka,2022,4,62467.87,57291.19,66604.39
Cotton,Punjab,2020,12,51206.65,46016.56,57548.79
Sugarcane,Uttar Pradesh,2020,10,3382.13,3101.09,3593.95
Sugarcane,Punjab,2023,6,3736.68,3529.58,3973.05
Cotton,Punjab,2022,9,48453.65,45709.2,54364.8
Sugarcane,Maharashtra,2024,1,3826.34,3540.82,4101.48
Cotton,Uttar Pradesh,2021,7,60072.96,55687.48,63701.12
Cotton,Karnataka,2024,1,58443.24,55301.13,66568.14
Rice,Karnataka,2021,6,21986.41,19828.06,24101.08
Rice,Maharashtra,2022,1,20440.45,18017.1,22650.0
Cotton,Punjab,2020,10,49570.78,45254.25,55515.87
Wheat,Maharashtra,2024,3,25925.0,23879.83,27355.97
Cotton,Madhya Pradesh,2022,1,62009.95,54335.7,66609.63
Rice,Punjab,2022,11,20508.24,18422.58,23352.39
Maize,Uttar Pradesh,2020,8,18339.42,15766.07,20129.45
Maize,Madhya Pradesh,2020,3,20779.64,19723.38,23419.56
Rice,Uttar Pradesh,2020,8,19006.03,16599.15,20734.74
Maize,Karnataka,2023,4,19401.68,18004.92,21868.07
Rice,Madhya Pradesh,2020,12,19869.74,17886.61,22065.49
Sugarcane,Madhya Pradesh,2020,3,4391.43,3978.59,4824.6
Maize,Punjab,2020,9,15336.93,14282.87,16934.67
Sugarcane,Madhya Pradesh,2023,6,3783.52,3265.59,4262.57
Cotton,Maharashtra,2022,11,49634.24,44762.14,52674.88
Sugarcane,Uttar Pradesh,2024,4,3895.41,3674.92,4161.69
Sugarcane,Uttar Pradesh,2020,3,3905.27,3469.12,4410.87
Sugarcane,Maharashtra,2024,12,3238.54,2900.54,3455.77
Cotton,Maharashtra,2022,5,57938.02,50101.64,64378.73
Maize,Madhya Pradesh,2022,8,16184.63,14672.58,18150.58
Maize,Uttar Pradesh,2023,5,19296.09,18128.84,22136.58
Sugarcane,Maharashtra,2021,7,3194.6,2989.93,3389.48
Maize,Karnataka,2024,11,18031.53,15343.59,19730.81
Cotton,Madhya Pradesh,2022,4,66229.37,56600.08,73142.91
Sugarcane,Punjab,2021,5,3688.44,3361.34,4193.31
Cotton,Karnataka,2020,3,58394.07,53500.07,63848.36
Wheat,Karnataka,2024,8,21396.15,18795.47,22566.65
Rice,Madhya Pradesh,2024,1,21643.86,19844.27,24593.42
Wheat,Karnataka,2024,9,21422.04,20036.88,24451.85
Cotton,Karnataka,2022,4,62178.1,54500.88,70907.61
Cotton,Madhya Pradesh,2024,11,57958.84,49557.75,61111.11
Cotton,Punjab,2022,6,50861.4,46896.11,55665.16
Rice,Uttar Pradesh,2022,5,21072.93,19323.78,22127.42
Rice,Karnataka,2020,3,22716.16,21139.41,24031.99
Rice,Maharashtra,2022,2,21284.09,19123.45,23103.87
Wheat,Punjab,2021,3,23347.71,20594.34,26765.62
Rice,Maharashtra,2021,8,18123.07,16184.22,20615.01
Rice,Madhya Pradesh,2023,2,23513.66,20695.44,24911.68
Rice,Punjab,2020,7,19959.35,18103.75,21064.25
Wheat,Punjab,2021,9,21749.23,18792.42,24190.69
Sugarcane,Punjab,2024,4,3882.74,3511.89,4186.96
Maize,Maharashtra,2021,8,15122.05,14287.96,17152.13
Maize,Karnataka,2021,2,20386.89,17545.22,22410.86
Wheat,Madhya Pradesh,2022,3,26358.51,22828.35,30255.0
Maize,Madhya Pradesh,2020,1,20371.27,18057.34,22692.34
Wheat,Madhya Pradesh,2020,4,24461.26,21107.71,26736.93
Rice,Maharashtra,2024,10,18838.37,16089.07,21501.6
Sugarcane,Punjab,2022,2,3821.17,3566.3,4125.94
Sugarcane,Madhya Pradesh,2024,11,3596.15,3165.79,3906.35
Cotton,Uttar Pradesh,2024,6,58620.77,50216.93,67351.45
Maize,Madhya Pradesh,2020,5,20508.49,18340.2,23480.0
Wheat,Uttar Pradesh,2023,2,24510.74,21437.09,27040.46
Sugarcane,Uttar Pradesh,2021,7,3788.48,3245.97,4051.32
Rice,Madhya Pradesh,2020,9,19275.76,16797.99,21662.39
Cotton,Uttar Pradesh,2021,3,63767.03,55574.52,72449.71
Sugarcane,Maharashtra,2021,4,3575.11,3375.69,3939.23
Wheat,Punjab,2021,6,21084.21,18026.54,22704.53
Cotton,Punjab,2020,9,48607.65,44496.59,53631.82
Maize,Maharashtra,2021,7,16975.73,15607.25,18655.18
Sugarcane,Karnataka,2021,4,4134.74,3726.47,4452.19
Sugarcane,Maharashtra,2023,11,3040.53,2799.31,3478.56
Wheat,Madhya Pradesh,2024,8,18945.09,16727.23,19972.29
Wheat,Madhya Pradesh,2020,2,29225.81,25334.22,32909.62
Cotton,Punjab,2021,8,50531.62,47928.88,57837.35
Sugarcane,Karnataka,2023,3,4132.67,3803.91,4526.86
Maize,Madhya Pradesh,2023,12,19225.59,17381.11,21820.28
Sugarcane,Karnataka,2021,10,2985.47,2684.91,3307.64
Rice,Punjab,2020,2,21805.68,18947.12,24860.45
Rice,Punjab,2023,11,20483.22,17614.54,22744.92
Cotton,Uttar Pradesh,2023,7,58305.34,50264.8,61679.46
Rice,Maharashtra,2021,3,19564.69,17781.98,20717.48
Wheat,Punjab,2020,2,25135.94,22448.87,26832.08
Wheat,Madhya Pradesh,2023,4,25854.77,23753.91,27988.87
Rice,Maharashtra,2021,4,22000.64,18908.98,25247.65
Maize,Madhya Pradesh,2022,9,16958.79,15517.06,17848.61
Sugarcane,Madhya Pradesh,2020,6,3486.97,3246.46,3848.42
Wheat,Uttar Pradesh,2022,5,23763.91,20585.48,27079.06
Rice,Maharashtra,2022,8,18148.33,16671.1,19509.28
Cotton,Madhya Pradesh,2020,2,65051.04,59016.96,70935.03
Maize,Uttar Pradesh,2022,12,18341.98,16257.62,19656.76
Rice,Punjab,2020,10,18991.65,16948.5,20789.57
Wheat,Uttar Pradesh,2024,5,22707.79,19878.73,25716.88
Wheat,Maharashtra,2022,9,23020.0,20268.56,24589.52
Maize,Punjab,2022,5,18383.08,15783.55,20615.0
Wheat,Uttar Pradesh,2022,11,22409.57,19922.95,24461.78
Maize,Uttar Pradesh,2021,11,16903.27,15160.84,18369.98
Maize,Maharashtra,2020,4,19287.96,17674.97,21536.52
Cotton,Karnataka,2022,7,53648.55,47136.82,58799.36
Rice,Maharashtra,2021,3,21433.29,18267.69,24426.98
Cotton,Karnataka,2021,2,61699.42,53744.55,66188.26
Wheat,Karnataka,2020,6,22601.19,20655.82,23901.08
Maize,Maharashtra,2021,3,19452.11,16795.35,21678.9
Cotton,Punjab,2020,8,54737.03,49577.65,58875.27
Wheat,Karnataka,2021,12,22241.93,20353.21,23612.64
Cotton,Madhya Pradesh,2024,2,57934.1,50795.89,64330.05
Wheat,Maharashtra,2020,4,25436.96,23837.82,29249.72
Maize,Madhya Pradesh,2022,2,19792.65,17269.5,21291.14
Wheat,Karnataka,2023,9,22827.49,20497.84,24807.27
Rice,Madhya Pradesh,2024,2,23242.9,20624.46,25296.49
Sugarcane,Uttar Pradesh,2024,4,4080.44,3809.75,4550.01
Rice,Karnataka,2020,3,21748.85,20265.37,22919.73
Rice,Punjab,2021,11,20461.51,19174.07,22533.75
Wheat,Punjab,2022,8,20419.4,18719.31,21466.44
Cotton,Maharashtra,2022,3,53563.74,50197.54,58634.83
Cotton,Karnataka,2020,5,58757.2,52525.8,64611.31
Wheat,Punjab,2024,7,20891.24,18600.82,23353.61
Rice,Punjab,2021,9,18865.74,17166.46,21332.39
Sugarcane,Punjab,2021,7,3376.33,2906.8,3679.29
Rice,Uttar Pradesh,2021,9,19517.85,18270.88,20646.64
Cotton,Maharashtra,2020,6,49848.04,42732.61,56579.11
Maize,Maharashtra,2023,12,18581.3,16802.84,21057.99
Sugarcane,Madhya Pradesh,2023,11,3398.67,2931.38,3612.71
Sugarcane,Karnataka,2021,4,4144.02,3694.39,4486.71
Wheat,Punjab,2024,9,20286.19,18474.0,23188.03
Sugarcane,Madhya Pradesh,2022,3,4364.67,3834.47,4687.31
Maize,Madhya Pradesh,2023,6,19802.95,18390.95,20904.75
Rice,Madhya Pradesh,2024,12,21702.92,19663.6,24369.37
Sugarcane,Uttar Pradesh,2023,10,2919.81,2585.45,3244.69
Rice,Uttar Pradesh,2022,11,21004.57,19199.19,22599.76
Maize,Uttar Pradesh,2020,4,22349.55,19186.3,23733.59
Wheat,Karnataka,2023,10,21301.65,19896.68,23860.6
Maize,Punjab,2020,10,15379.99,14286.54,16688.79
Maize,Karnataka,2024,2,19232.29,16716.46,20311.64
Maize,Uttar Pradesh,2021,1,18310.72,16646.12,21037.58
Sugarcane,Karnataka,2023,7,3399.1,3171.24,3808.33
Maize,Madhya Pradesh,2022,8,18485.08,17460.4,20165.24
Sugarcane,Punjab,2021,7,3313.51,3025.43,3628.16
Sugarcane,Madhya Pradesh,2021,7,3950.42,3432.37,4348.58
Maize,Maharashtra,2020,6,19231.27,17761.08,21469.39
Cotton,Karnataka,2022,11,55731.23,48003.47,62533.87
Rice,Madhya Pradesh,2020,5,23655.71,22283.37,24968.97
Rice,Uttar Pradesh,2022,7,19760.76,18418.3,20823.29
Cotton,Uttar Pradesh,2023,6,59086.11,51098.26,66450.09
Wheat,Uttar Pradesh,2022,10,18529.43,15765.5,19768.31
Rice,Karnataka,2020,6,22853.31,21520.15,25608.27
Maize,Uttar Pradesh,2022,4,20901.98,19170.83,22771.33
Wheat,Punjab,2023,11,23508.51,20963.59,26401.65
Rice,Maharashtra,2020,9,18392.91,16593.83,19448.99
Rice,Maharashtra,2020,1,21434.94,19773.55,24424.6
Cotton,Karnataka,2020,7,54301.54,46794.66,62393.68
Sugarcane,Maharashtra,2024,8,3022.19,2744.22,3446.52
Maize,Maharashtra,2024,3,20266.91,17875.78,22638.65
Sugarcane,Punjab,2022,9,3294.89,2911.51,3529.23
Maize,Punjab,2022,8,15716.72,13851.43,16783.64
Maize,Uttar Pradesh,2022,8,16906.07,14784.83,18509.45
Cotton,Punjab,2020,2,63260.58,55799.22,71132.85
Sugarcane,Maharashtra,2020,4,3792.83,3550.48,4197.09
Maize,Maharashtra,2022,4,19960.73,17280.47,22337.3
Wheat,Punjab,2022,7,23714.42,22267.1,25944.61
Wheat,Karnataka,2020,1,24699.77,23220.69,27788.89
Rice,Uttar Pradesh,2021,9,21212.18,18720.98,24359.21
Sugarcane,Punjab,2021,8,3212.68,2945.18,3387.4
Rice,Madhya Pradesh,2021,9,20511.52,17550.34,21586.09
Sugarcane,Madhya Pradesh,2023,1,3705.36,3316.31,4013.9
Maize,Punjab,2020,11,15971.47,13838.83,17870.71
Rice,Maharashtra,2023,7,18575.17,16744.72,19875.72
Rice,Madhya Pradesh,2022,11,21382.54,18329.6,22766.96
Cotton,Madhya Pradesh,2020,8,49594.63,42518.69,56103.02
Rice,Uttar Pradesh,2023,5,22660.23,20884.41,25310.08
Wheat,Madhya Pradesh,2022,5,25847.04,23202.87,28799.49
Cotton,Karnataka,2020,12,58601.32,54369.59,64463.55
Maize,Punjab,2023,1,18903.21,16743.54,20372.8
Wheat,Punjab,2020,10,22011.54,20626.94,23865.65
Rice,Karnataka,2023,10,20384.06,18895.56,22547.53
Cotton,Madhya Pradesh,2020,1,62574.9,56427.73,69319.71
Cotton,Maharashtra,2023,1,60570.49,56023.56,69442.19
Maize,Uttar Pradesh,2024,1,19700.4,17956.72,21635.81
Wheat,Uttar Pradesh,2022,7,22530.69,19362.1,25387.78
Sugarcane,Madhya Pradesh,2022,4,3961.11,3488.25,4491.04
Rice,Madhya Pradesh,2021,11,21617.22,18531.05,24602.79
Rice,Punjab,2023,3,23016.45,21718.31,25728.07
Maize,Punjab,2020,10,15412.28,13739.17,17245.62
Wheat,Maharashtra,2023,8,18688.56,17747.93,21026.11
Rice,Madhya Pradesh,2020,10,18833.96,17223.13,20444.81
Maize,Uttar Pradesh,2021,9,18241.78,16485.79,20687.61
Maize,Uttar Pradesh,2022,11,18072.19,15421.77,19638.6
Wheat,Uttar Pradesh,2024,4,24520.04,21019.5,28085.58
Cotton,Karnataka,2024,9,48213.55,42057.91,55071.0
Rice,Punjab,2021,7,19644.25,17786.02,22455.01
Wheat,Karnataka,2020,12,23275.63,19796.74,26180.98
Maize,Madhya Pradesh,2022,12,19293.57,18200.93,21304.71
Cotton,Punjab,2021,4,58562.62,52867.15,62317.22
Sugarcane,Punjab,2022,12,3610.78,3399.41,3866.66
Maize,Karnataka,2021,3,20341.74,18643.76,21518.91
Rice,Uttar Pradesh,2024,9,17586.58,16242.88,18995.67
Cotton,Karnataka,2024,12,59262.29,53119.11,65777.77
Maize,Madhya Pradesh,2022,4,21604.34,19017.52,24115.57
Wheat,Maharashtra,2023,3,23400.58,20260.88,26180.84
Maize,Uttar Pradesh,2021,8,16912.51,14793.72,19023.83
Rice,Maharashtra,2021,3,20968.97,18373.08,23866.29
Wheat,Maharashtra,2022,1,22974.08,20938.22,24324.31
Maize,Karnataka,2022,3,21120.98,18779.8,23683.63
Cotton,Punjab,2020,1,62127.48,54563.71,67582.43
Rice,Punjab,2021,10,20131.41,17318.94,22585.47
Sugarcane,Karnataka,2022,4,4358.3,3813.05,4717.61
Rice,Punjab,2023,6,20434.81,18052.55,21509.15
Maize,Madhya Pradesh,2021,7,19448.91,18276.72,21429.23
Cotton,Maharashtra,2020,9,47929.24,42923.04,50473.44
Maize,Karnataka,2023,6,19065.09,16857.23,21780.38
Sugarcane,Madhya Pradesh,2024,1,4088.58,3485.27,4530.73
Cotton,Punjab,2022,4,56894.97,50800.88,63450.77
Sugarcane,Uttar Pradesh,2023,12,3685.08,3400.27,3869.6
Sugarcane,Madhya Pradesh,2020,3,4022.72,3434.53,4273.36
Wheat,Madhya Pradesh,2021,7,21614.2,20503.99,23376.23
Maize,Karnataka,2024,1,20686.13,18114.75,21763.69
Sugarcane,Punjab,2020,12,3648.48,3182.6,3851.52
Maize,Madhya Pradesh,2024,1,20269.32,17694.95,22328.57
Maize,Punjab,2021,11,16615.78,14544.61,19009.35
Sugarcane,Madhya Pradesh,2021,11,3616.1,3201.85,3934.73
Wheat,Punjab,2023,3,25642.68,22852.38,28790.52
Rice,Punjab,2021,2,23302.64,22007.23,25250.62
Rice,Karnataka,2021,7,19986.0,18108.7,21175.28
Maize,Karnataka,2020,4,20389.04,17751.11,23195.71
Wheat,Karnataka,2020,4,23887.03,20682.07,26169.82
Wheat,Uttar Pradesh,2024,6,24630.54,21879.48,28002.7
Maize,Uttar Pradesh,2020,11,18573.04,16842.63,20317.99
Maize,Karnataka,2021,1,19979.01,18621.91,22205.75
Rice,Punjab,2022,8,17884.51,16690.12,19662.25
Wheat,Maharashtra,2022,6,23191.3,21545.32,25036.75
Maize,Madhya Pradesh,2024,8,16787.7,15101.63,18334.05
Cotton,Uttar Pradesh,2020,1,56125.21,48471.81,60035.39
Wheat,Karnataka,2022,8,20776.22,17774.75,22226.67
Rice,Karnataka,2021,11,19587.74,17350.51,20583.68
Wheat,Maharashtra,2024,6,20793.14,19419.15,21899.32
Cotton,Maharashtra,2022,12,61302.76,56115.19,66740.62
Wheat,Madhya Pradesh,2022,4,27871.88,25495.03,29390.25
Maize,Uttar Pradesh,2021,2,20284.25,18356.48,23099.33
Cotton,Karnataka,2020,8,51436.76,44259.59,58240.03
Wheat,Maharashtra,2023,1,22575.79,19904.18,24607.96
Maize,Madhya Pradesh,2021,6,18265.87,15800.88,20098.98
Cotton,Uttar Pradesh,2024,8,51516.04,46316.08,58464.36
Rice,Maharashtra,2021,1,22370.1,20594.04,24585.76
Wheat,Karnataka,2020,10,21873.26,19854.4,23450.64
Maize,Punjab,2020,6,18064.97,15841.39,20419.08
Cotton,Uttar Pradesh,2022,12,58000.81,51590.42,63755.74
Cotton,Maharashtra,2021,9,48500.17,45496.31,52927.8
Rice,Madhya Pradesh,2021,12,20968.6,17828.23,22530.34
Sugarcane,Madhya Pradesh,2023,8,3461.83,3178.16,3676.9
Maize,Punjab,2020,7,17247.13,15777.39,19337.61
Cotton,Maharashtra,2021,11,49667.09,43103.34,52545.74
Cotton,Madhya Pradesh,2023,5,60706.51,56589.4,68411.69
Wheat,Maharashtra,2021,5,23647.57,21511.54,25627.35
Maize,Uttar Pradesh,2023,11,17271.27,15560.99,19145.65
Sugarcane,Uttar Pradesh,2020,2,3892.61,3448.6,4272.28
Cotton,Maharashtra,2021,11,56071.85,52714.6,59794.57
Cotton,Uttar Pradesh,2021,4,58454.34,51915.69,62200.5
Sugarcane,Punjab,2022,12,3817.87,3600.98,4115.23
Wheat,Uttar Pradesh,2022,8,21749.1,20553.36,22974.15
Maize,Madhya Pradesh,2024,4,20583.21,19335.4,22702.89
Wheat,Punjab,2023,5,23715.62,21745.68,26873.53
Cotton,Madhya Pradesh,2022,2,63547.74,54835.21,69702.09
Cotton,Karnataka,2020,12,60340.01,54899.19,63543.89
Cotton,Uttar Pradesh,2021,8,54749.43,51916.98,60974.7
Cotton,Uttar Pradesh,2024,1,59555.3,51584.64,67927.88
Rice,Maharashtra,2022,5,19790.8,18646.35,22279.43
Rice,Madhya Pradesh,2021,11,20576.74,18995.84,23064.84
Maize,Madhya Pradesh,2021,6,18905.21,17370.66,20265.86
Cotton,Punjab,2023,4,59264.01,52974.15,66861.67
Rice,Punjab,2024,6,20158.57,18731.73,22857.04
Cotton,Karnataka,2021,10,57284.72,52442.88,61457.49
Wheat,Uttar Pradesh,2022,3,24145.95,20806.09,26012.82
Rice,Maharashtra,2021,5,19865.98,17302.31,21763.83
Rice,Punjab,2023,6,21358.82,18359.52,24397.27
Maize,Punjab,2021,5,20292.92,18402.58,22045.67
