farmer_id,crop_type,season,state,land_area_hectare,annual_rainfall_mm,fertilizer_used_kg,pesticide_used_liters,total_production_tonnes,yield_tonnes_per_hectare
F0057,Rice,Rabi,Karnataka,9.08,425.25,492.21,43.71,21.92,2.41
F0417,Sugarcane,Kharif,Karnataka,7.36,528.55,248.97,8.22,15.9,2.16
F0408,Rice,Rabi,Maharashtra,4.2,1189.92,223.9,19.86,18.88,4.49
F0051,Cotton,Zaid,Maharashtra,0.95,762.56,121.21,36.29,2.49,2.62
F0080,Cotton,Zaid,Maharashtra,1.5,1097.77,178.78,13.95,5.17,3.45
F0109,Maize,Kharif,Maharashtra,5.09,901.26,194.75,10.95,15.56,3.06
F0045,Wheat,Zaid,Punjab,4.08,1106.72,402.08,28.88,14.03,3.44
F0198,Sugarcane,Rabi,Punjab,3.23,494.27,162.18,15.12,6.42,1.99
F0388,Wheat,Kharif,Madhya Pradesh,5.43,975.23,475.23,13.8,23.96,4.41
F0487,Cotton,Rabi,Karnataka,5.82,606.0,168.15,6.77,13.93,2.39
F0002,Rice,Rabi,Madhya Pradesh,3.4,1193.52,71.38,14.87,14.25,4.19
F0454,Wheat,Kharif,Punjab,4.83,1137.69,224.58,12.2,20.3,4.2
F0272,Rice,Kharif,Punjab,4.28,995.96,476.62,8.09,12.41,2.9
F0287,Cotton,Zaid,Madhya Pradesh,5.33,328.77,190.86,41.89,7.31,1.37
F0240,Maize,Zaid,Uttar Pradesh,5.76,840.7,178.49,18.41,19.66,3.41
F0257,Maize,Kharif,Karnataka,9.69,826.39,227.01,43.09,26.14,2.7
F0060,Maize,Rabi,Madhya Pradesh,4.56,962.42,153.92,38.46,17.52,3.84
F0210,Sugarcane,Zaid,Karnataka,7.92,558.01,372.04,41.0,19.39,2.45
F0113,Sugarcane,Kharif,Uttar Pradesh,3.79,507.13,51.18,25.29,7.48,1.97
F0471,Cotton,Zaid,Punjab,2.29,1331.6,165.99,15.19,7.57,3.3
F0015,Rice,Rabi,Maharashtra,5.07,898.62,146.79,17.23,16.42,3.24
F0148,Sugarcane,Kharif,Maharashtra,7.82,854.79,371.34,38.12,22.41,2.87
F0315,Maize,Zaid,Uttar Pradesh,1.81,1459.41,419.46,14.2,9.21,5.09
F0456,Cotton,Kharif,Punjab,1.81,1197.79,261.34,40.23,7.2,3.98
F0495,Maize,Rabi,Karnataka,7.59,1025.54,358.86,5.83,32.67,4.3
F0085,Maize,Kharif,Madhya Pradesh,0.59,339.57,433.35,35.78,0.68,1.15
F0197,Rice,Zaid,Karnataka,3.02,1125.56,406.61,18.81,11.45,3.79
F0363,Cotton,Kharif,Punjab,5.17,1222.16,149.74,17.13,19.64,3.8
F0300,Wheat,Zaid,Maharashtra,2.81,1490.01,138.83,30.9,12.91,4.59
F0285,Wheat,Zaid,Madhya Pradesh,6.52,1213.07,493.71,13.12,31.17,4.78
F0461,Maize,Rabi,Maharashtra,7.78,706.56,129.03,23.96,17.64,2.27
F0481,Rice,Kharif,Uttar Pradesh,5.61,1494.19,229.6,32.69,31.57,5.63
F0168,Maize,Kharif,Maharashtra,3.97,771.34,363.04,47.2,14.94,3.76
F0382,Cotton,Rabi,Maharashtra,1.35,553.39,275.96,5.9,3.14,2.33
F0174,Maize,Zaid,Uttar Pradesh,2.9,920.88,56.73,16.9,12.22,4.21
F0402,Maize,Rabi,Madhya Pradesh,9.29,1074.41,236.63,46.87,36.32,3.91
F0155,Rice,Zaid,Punjab,7.96,540.01,108.88,35.41,19.99,2.51
F0037,Rice,Kharif,Punjab,7.52,1050.25,493.87,29.01,32.01,4.26
F0359,Sugarcane,Rabi,Punjab,1.57,1293.93,163.33,39.98,6.59,4.2
F0447,Rice,Zaid,Karnataka,6.16,852.46,213.98,20.89,18.65,3.03
F0416,Rice,Rabi,Punjab,6.55,1201.53,355.33,13.93,32.98,5.04
F0473,Sugarcane,Zaid,Maharashtra,5.02,943.95,397.01,34.76,17.95,3.58
F0222,Rice,Zaid,Karnataka,4.39,1374.5,123.16,49.8,18.33,4.17
F0120,Wheat,Rabi,Maharashtra,7.43,1273.22,436.54,49.62,36.15,4.87
F0447,Maize,Rabi,Maharashtra,3.29,1152.29,101.93,23.31,11.33,3.44
F0131,Maize,Rabi,Madhya Pradesh,6.12,904.53,340.68,48.78,23.59,3.85
F0302,Cotton,Zaid,Uttar Pradesh,1.03,988.75,438.36,26.66,3.99,3.87
F0461,Wheat,Zaid,Karnataka,3.65,485.93,432.07,28.47,6.92,1.9
F0376,Rice,Rabi,Madhya Pradesh,9.37,1267.22,361.84,5.23,36.07,3.85
F0417,Maize,Rabi,Punjab,9.15,509.5,178.73,28.26,15.53,1.7
F0203,Sugarcane,Zaid,Punjab,3.0,551.84,319.59,9.0,6.62,2.21
F0383,Sugarcane,Kharif,Karnataka,7.35,965.77,240.29,30.46,22.56,3.07
F0447,Cotton,Zaid,Punjab,3.97,1423.38,74.71,35.3,17.64,4.44
F0086,Wheat,Kharif,Uttar Pradesh,2.25,655.11,372.67,8.79,6.25,2.78
F0302,Rice,Zaid,Uttar Pradesh,8.21,1162.69,378.32,9.51,38.72,4.72
F0140,Maize,Rabi,Maharashtra,8.39,349.92,60.4,21.79,14.53,1.73
F0024,Cotton,Kharif,Karnataka,1.91,970.06,462.81,22.62,7.9,4.13
F0467,Maize,Rabi,Maharashtra,1.42,1027.69,253.17,47.23,4.84,3.41
F0194,Rice,Zaid,Karnataka,1.66,554.43,63.29,24.53,3.48,2.09
F0146,Sugarcane,Zaid,Maharashtra,6.25,1036.91,289.36,9.13,21.77,3.48
F0117,Maize,Kharif,Karnataka,4.73,1499.41,425.85,45.21,23.55,4.98
F0347,Wheat,Zaid,Madhya Pradesh,4.99,1112.55,443.53,38.71,20.07,4.02
F0130,Wheat,Kharif,Karnataka,9.42,364.68,55.48,34.76,9.42,1.0
F0124,Cotton,Zaid,Uttar Pradesh,3.64,623.76,280.15,24.81,7.2,1.98
F0185,Rice,Rabi,Punjab,5.37,1107.26,224.21,16.31,18.93,3.52
F0192,Wheat,Rabi,Madhya Pradesh,7.55,1208.05,350.11,15.53,28.69,3.8
F0495,Rice,Zaid,Uttar Pradesh,6.09,984.83,267.92,29.75,29.67,4.87
F0244,Rice,Kharif,Uttar Pradesh,7.3,431.55,387.33,11.11,13.73,1.88
F0093,Sugarcane,Rabi,Karnataka,1.13,1471.3,480.65,7.72,5.32,4.71
F0164,Cotton,Rabi,Maharashtra,5.11,1296.21,477.78,33.54,23.97,4.69
F0041,Cotton,Rabi,Maharashtra,3.86,1023.99,190.4,45.94,13.47,3.49
F0132,Sugarcane,Kharif,Maharashtra,3.59,652.07,65.04,41.71,9.24,2.57
F0176,Maize,Kharif,Maharashtra,4.78,690.16,262.0,41.84,9.0,1.88
F0404,Cotton,Zaid,Karnataka,4.05,699.49,129.27,32.33,8.43,2.08
F0202,Cotton,Kharif,Karnataka,5.03,1338.84,64.45,33.97,22.62,4.5
F0017,Maize,Rabi,Maharashtra,8.92,1174.84,467.51,19.97,43.09,4.83
F0086,Wheat,Zaid,Maharashtra,5.28,316.9,53.13,15.81,5.28,1.0
F0103,Rice,Rabi,Madhya Pradesh,2.18,334.22,459.19,5.37,3.68,1.69
F0137,Sugarcane,Zaid,Madhya Pradesh,7.49,482.58,460.5,45.18,22.31,2.98
F0079,Wheat,Rabi,Uttar Pradesh,0.55,1481.85,445.02,45.28,3.23,5.88
F0474,Sugarcane,Zaid,Maharashtra,6.76,713.74,452.14,18.12,17.4,2.57
F0500,Wheat,Kharif,Uttar Pradesh,9.26,468.92,151.2,30.12,16.21,1.75
F0112,Maize,Kharif,Madhya Pradesh,7.76,1043.22,154.46,5.04,25.97,3.35
F0366,Cotton,Zaid,Punjab,9.09,791.82,286.22,26.47,32.74,3.6
F0473,Cotton,Zaid,Uttar Pradesh,4.75,1230.23,287.05,19.25,16.74,3.52
F0326,Maize,Rabi,Karnataka,1.91,1084.6,356.54,38.85,7.93,4.15
F0313,Rice,Zaid,Maharashtra,5.28,1372.87,471.35,41.33,22.77,4.31
F0172,Sugarcane,Kharif,Uttar Pradesh,9.84,628.96,141.2,24.9,25.91,2.63
F0236,Rice,Rabi,Maharashtra,1.04,1474.19,314.8,30.06,5.2,5.0
F0491,Wheat,Zaid,Punjab,0.8,1034.77,372.28,23.75,3.92,4.9
F0295,Rice,Zaid,Punjab,7.69,572.4,149.57,12.26,19.37,2.52
F0073,Cotton,Rabi,Uttar Pradesh,8.37,759.39,315.1,37.44,22.44,2.68
F0396,Rice,Kharif,Karnataka,2.79,501.77,487.44,32.79,5.45,1.95
F0409,Wheat,Rabi,Madhya Pradesh,2.98,914.28,193.83,12.54,10.37,3.48
F0418,Wheat,Zaid,Uttar Pradesh,3.0,342.9,366.99,27.15,5.56,1.85
F0459,Wheat,Kharif,Uttar Pradesh,1.39,1205.14,59.23,16.22,4.58,3.3
F0068,Wheat,Zaid,Karnataka,8.96,1162.24,82.84,41.95,37.77,4.22
F0037,Maize,Rabi,Maharashtra,6.21,1118.2,497.08,15.46,26.83,4.32
F0419,Sugarcane,Zaid,Punjab,6.43,852.39,67.75,5.65,18.33,2.85
F0415,Rice,Kharif,Uttar Pradesh,5.89,964.12,64.34,26.12,15.18,2.58
F0094,Maize,Rabi,Maharashtra,9.28,777.11,331.22,40.09,27.88,3.0
F0153,Sugarcane,Zaid,Maharashtra,8.65,769.65,449.91,15.81,34.1,3.94
F0498,Rice,Rabi,Maharashtra,3.16,363.74,408.01,23.77,4.79,1.52
F0342,Sugarcane,Zaid,Karnataka,9.06,1300.7,299.09,32.72,37.12,4.1
F0195,Maize,Zaid,Karnataka,5.01,770.0,461.96,10.65,11.61,2.32
F0120,Rice,Zaid,Maharashtra,5.23,849.16,283.5,11.3,13.74,2.63
F0255,Rice,Zaid,Maharashtra,5.37,590.9,132.95,7.92,9.79,1.82
F0278,Sugarcane,Zaid,Maharashtra,6.45,1173.11,355.69,26.17,31.96,4.96
F0234,Maize,Zaid,Maharashtra,4.19,751.15,338.02,27.27,11.74,2.8
F0290,Wheat,Zaid,Karnataka,6.49,661.47,58.36,44.99,12.75,1.96
F0321,Sugarcane,Zaid,Punjab,2.66,1415.14,372.85,39.32,12.33,4.64
F0049,Sugarcane,Zaid,Uttar Pradesh,5.45,506.52,187.44,19.47,8.29,1.52
F0202,Sugarcane,Kharif,Uttar Pradesh,2.02,546.22,404.85,12.52,5.0,2.48
F0219,Sugarcane,Rabi,Maharashtra,9.77,697.46,103.4,30.67,20.76,2.12
F0414,Maize,Zaid,Punjab,9.11,1240.87,330.13,19.18,35.74,3.92
F0483,Maize,Rabi,Maharashtra,6.95,1170.12,484.26,16.72,31.33,4.51
F0161,Maize,Zaid,Punjab,0.68,954.73,368.06,40.57,2.21,3.25
F0379,Rice,Zaid,Uttar Pradesh,5.37,696.72,437.23,26.32,13.64,2.54
F0171,Wheat,Kharif,Karnataka,8.1,996.74,397.89,19.97,28.36,3.5
F0464,Maize,Zaid,Punjab,5.69,556.81,263.99,19.32,14.61,2.57
F0377,Rice,Zaid,Madhya Pradesh,3.03,1460.38,122.03,40.43,12.3,4.06
F0459,Rice,Zaid,Madhya Pradesh,0.88,783.47,470.85,5.53,3.26,3.71
F0419,Wheat,Kharif,Karnataka,6.08,901.68,443.02,8.78,25.29,4.16
F0456,Wheat,Zaid,Punjab,6.86,1430.8,420.39,6.89,39.15,5.71
F0298,Wheat,Zaid,Maharashtra,4.98,777.54,189.57,25.31,10.5,2.11
F0156,Cotton,Kharif,Karnataka,9.8,406.36,465.0,26.61,11.09,1.13
F0179,Maize,Zaid,Maharashtra,6.43,1296.22,212.21,24.37,21.93,3.41
F0278,Sugarcane,Rabi,Karnataka,9.29,1294.72,99.05,9.87,31.94,3.44
F0384,Wheat,Kharif,Maharashtra,4.56,418.39,328.59,11.47,8.14,1.78
F0391,Rice,Zaid,Punjab,3.51,1112.63,267.82,49.02,13.44,3.83
F0423,Cotton,Kharif,Punjab,8.8,730.88,70.47,43.05,24.02,2.73
F0002,Wheat,Zaid,Madhya Pradesh,9.13,582.82,458.72,18.93,19.85,2.17
F0141,Cotton,Kharif,Punjab,9.78,637.51,479.05,7.41,29.38,3.0
F0103,Sugarcane,Kharif,Punjab,5.04,568.19,367.52,13.59,16.85,3.34
F0405,Sugarcane,Kharif,Maharashtra,5.75,603.89,480.03,6.29,14.09,2.45
F0118,Cotton,Zaid,Punjab,4.43,579.28,271.11,44.26,8.28,1.87
F0081,Wheat,Kharif,Punjab,7.26,995.95,90.05,36.23,24.43,3.37
F0248,Wheat,Kharif,Karnataka,2.88,800.46,207.71,43.65,7.2,2.5
F0285,Maize,Rabi,Maharashtra,1.7,978.77,113.93,36.72,5.2,3.06
F0346,Cotton,Rabi,Karnataka,5.14,1412.91,284.45,26.94,26.83,5.22
F0370,Cotton,Rabi,Uttar Pradesh,5.99,1127.08,98.1,41.95,18.92,3.16
F0220,Wheat,Zaid,Madhya Pradesh,7.97,752.34,95.17,33.52,18.79,2.36
F0173,Maize,Rabi,Punjab,8.86,1365.3,480.95,44.05,42.34,4.78
F0110,Rice,Rabi,Madhya Pradesh,6.21,1027.58,214.26,45.7,25.0,4.03
F0351,Sugarcane,Kharif,Karnataka,5.28,857.74,498.88,27.21,18.85,3.57
F0053,Cotton,Zaid,Maharashtra,8.23,1232.23,404.86,36.86,31.33,3.81
F0358,Sugarcane,Rabi,Uttar Pradesh,2.92,1334.5,452.05,13.74,14.45,4.95
F0405,Wheat,Zaid,Maharashtra,6.64,954.44,73.04,38.55,23.04,3.47
F0301,Wheat,Zaid,Punjab,5.3,1077.25,276.19,27.13,18.48,3.49
F0374,Cotton,Kharif,Uttar Pradesh,2.01,534.8,487.84,11.89,4.36,2.17
F0293,Cotton,Kharif,Karnataka,3.06,1008.71,324.58,11.93,12.16,3.97
F0344,Wheat,Rabi,Maharashtra,2.75,646.4,472.09,42.16,8.7,3.16
F0352,Maize,Rabi,Uttar Pradesh,7.13,398.68,238.22,30.17,10.92,1.53
F0320,Sugarcane,Rabi,Punjab,6.21,692.85,401.43,42.82,13.49,2.17
F0116,Cotton,Rabi,Madhya Pradesh,3.57,1306.39,96.61,42.7,13.76,3.85
F0383,Cotton,Rabi,Karnataka,9.12,735.83,179.22,27.53,33.12,3.63
F0083,Cotton,Zaid,Madhya Pradesh,4.83,713.31,362.18,39.18,15.85,3.28
F0249,Rice,Rabi,Punjab,4.25,1112.5,264.19,49.72,14.12,3.32
F0012,Rice,Rabi,Uttar Pradesh,7.42,1442.99,425.74,45.63,37.46,5.05
F0211,Cotton,Rabi,Karnataka,2.89,744.38,59.11,28.58,8.65,2.99
F0482,Wheat,Zaid,Uttar Pradesh,5.3,930.3,488.31,46.02,18.64,3.52
F0284,Cotton,Rabi,Maharashtra,4.53,732.64,409.32,28.58,11.14,2.46
F0028,Rice,Kharif,Madhya Pradesh,5.93,1323.62,412.67,10.95,26.84,4.53
F0487,Rice,Zaid,Maharashtra,3.3,360.02,269.26,20.99,8.11,2.46
F0275,Rice,Kharif,Punjab,2.89,1133.61,396.27,16.02,9.94,3.44
F0166,Sugarcane,Rabi,Punjab,2.84,310.81,155.96,11.2,5.0,1.76
F0359,Sugarcane,Kharif,Maharashtra,6.32,499.85,287.88,31.56,10.19,1.61
F0313,Cotton,Kharif,Madhya Pradesh,8.06,818.08,253.85,28.08,28.22,3.5
F0372,Maize,Kharif,Maharashtra,7.27,628.2,104.71,30.02,12.7,1.75
F0112,Wheat,Rabi,Karnataka,6.65,892.95,329.13,29.49,15.66,2.35
F0122,Maize,Kharif,Punjab,7.53,1147.12,290.39,35.55,29.31,3.89
F0414,Cotton,Zaid,Punjab,4.42,1217.09,312.15,8.2,21.14,4.78
F0024,Maize,Zaid,Maharashtra,8.98,336.94,386.78,39.15,9.28,1.03
F0089,Maize,Kharif,Uttar Pradesh,3.64,408.38,303.19,26.56,10.05,2.76
F0425,Sugarcane,Kharif,Punjab,1.49,1034.99,382.08,39.53,5.57,3.74
F0165,Maize,Zaid,Punjab,9.55,1338.52,183.43,12.17,45.75,4.79
F0162,Maize,Rabi,Madhya Pradesh,4.64,782.28,309.07,31.25,13.77,2.97
F0391,Sugarcane,Rabi,Maharashtra,1.5,1329.95,189.39,48.71,7.73,5.15
F0128,Cotton,Zaid,Punjab,1.62,1449.9,90.96,15.4,7.36,4.54
F0164,Maize,Rabi,Uttar Pradesh,8.58,820.89,467.83,31.56,28.35,3.3
F0106,Wheat,Rabi,Uttar Pradesh,6.49,1314.5,183.56,20.94,28.32,4.36
F0230,Wheat,Zaid,Madhya Pradesh,4.39,1488.96,262.53,29.92,21.41,4.88
F0475,Sugarcane,Kharif,Madhya Pradesh,5.53,686.08,83.76,45.3,11.02,1.99
F0314,Wheat,Rabi,Madhya Pradesh,7.88,1051.02,234.11,16.43,29.65,3.76
F0360,Wheat,Zaid,Maharashtra,8.67,1140.23,296.48,32.43,34.27,3.95
F0380,Wheat,Zaid,Uttar Pradesh,2.34,550.06,347.59,46.01,4.34,1.85
F0357,Rice,Zaid,Karnataka,4.34,549.3,341.94,44.2,11.16,2.57
F0239,Wheat,Zaid,Karnataka,5.6,1202.25,113.03,20.67,22.42,4.0
F0466,Maize,Rabi,Maharashtra,4.2,913.55,468.08,44.34,14.87,3.54
F0308,Wheat,Kharif,Madhya Pradesh,3.9,648.89,326.65,45.62,9.56,2.45
F0101,Maize,Kharif,Maharashtra,9.64,1084.32,427.17,28.63,39.91,4.14
F0086,Rice,Kharif,Punjab,5.77,1190.95,148.95,21.57,18.0,3.12
F0111,Rice,Zaid,Karnataka,3.96,1451.33,249.78,38.98,17.41,4.4
F0395,Wheat,Zaid,Karnataka,5.93,1373.16,263.84,47.53,29.93,5.05
F0334,Cotton,Zaid,Punjab,2.54,388.99,451.15,43.15,5.44,2.14
F0233,Cotton,Zaid,Maharashtra,4.13,1421.47,244.45,29.25,21.92,5.31
F0307,Rice,Rabi,Maharashtra,4.74,977.78,261.73,7.16,16.0,3.38
F0189,Maize,Rabi,Madhya Pradesh,6.09,467.03,51.52,16.04,12.13,1.99
F0431,Rice,Kharif,Karnataka,7.19,419.03,459.0,14.68,13.56,1.89
F0489,Rice,Rabi,Karnataka,0.63,1226.17,443.77,32.64,2.7,4.28
F0078,Rice,Rabi,Punjab,2.29,642.33,264.17,47.95,6.46,2.82
F0299,Sugarcane,Kharif,Uttar Pradesh,4.67,657.42,255.16,8.2,9.44,2.02
F0065,Wheat,Kharif,Madhya Pradesh,8.09,591.96,376.44,8.08,21.03,2.6
F0319,Rice,Rabi,Punjab,9.69,873.47,377.33,21.68,33.44,3.45
F0354,Maize,Kharif,Uttar Pradesh,2.25,831.69,124.59,49.19,6.28,2.79
F0404,Wheat,Zaid,Punjab,6.45,945.7,347.98,10.23,19.98,3.1
F0165,Rice,Kharif,Maharashtra,5.77,644.66,473.08,39.29,13.84,2.4
F0362,Wheat,Zaid,Uttar Pradesh,0.61,590.79,355.45,15.4,1.31,2.16
F0033,Sugarcane,Zaid,Uttar Pradesh,5.34,1365.38,362.19,22.76,23.62,4.42
F0245,Rice,Kharif,Uttar Pradesh,2.18,1060.8,213.87,43.36,5.42,2.49
F0298,Cotton,Kharif,Uttar Pradesh,7.69,1032.62,213.89,14.45,26.71,3.47
F0354,Wheat,Zaid,Madhya Pradesh,2.64,534.21,124.43,39.97,6.81,2.58
F0169,Wheat,Zaid,Maharashtra,2.68,931.97,253.2,31.08,8.34,3.11
F0075,Sugarcane,Rabi,Uttar Pradesh,4.55,1027.43,300.99,34.31,16.53,3.63
F0010,Wheat,Rabi,Madhya Pradesh,1.96,1075.84,132.19,38.77,8.01,4.09
F0104,Sugarcane,Zaid,Madhya Pradesh,0.95,789.43,367.27,15.21,2.47,2.6
F0085,Sugarcane,Kharif,Maharashtra,8.06,1056.94,314.4,20.91,40.55,5.03
F0025,Rice,Kharif,Maharashtra,4.99,1137.98,245.16,14.1,18.29,3.66
F0172,Cotton,Kharif,Punjab,2.53,306.96,185.43,38.7,2.53,1.0
F0403,Wheat,Kharif,Madhya Pradesh,9.61,902.88,462.64,36.8,37.42,3.89
F0008,Wheat,Zaid,Punjab,7.36,402.05,149.0,5.4,7.62,1.04
F0048,Cotton,Zaid,Punjab,7.97,706.72,418.7,10.88,28.62,3.59
F0416,Cotton,Rabi,Madhya Pradesh,2.15,709.05,233.82,20.69,5.19,2.41
F0445,Cotton,Kharif,Uttar Pradesh,3.84,1304.69,80.06,47.41,15.87,4.13
F0496,Sugarcane,Zaid,Karnataka,9.87,406.28,181.07,21.76,17.76,1.8
F0088,Maize,Rabi,Madhya Pradesh,6.62,1209.01,103.09,42.49,29.67,4.48
F0073,Wheat,Zaid,Madhya Pradesh,7.2,992.81,450.38,36.51,26.51,3.68
F0118,Cotton,Kharif,Madhya Pradesh,5.19,366.26,479.59,10.79,7.09,1.37
F0276,Sugarcane,Rabi,Punjab,7.13,907.48,61.53,46.61,20.25,2.84
F0226,Rice,Rabi,Karnataka,2.67,445.95,213.53,16.49,6.24,2.34
F0206,Sugarcane,Kharif,Uttar Pradesh,5.31,1459.69,308.73,45.05,25.36,4.78
F0063,Maize,Rabi,Maharashtra,8.62,865.64,440.88,18.12,39.09,4.53
F0045,Wheat,Rabi,Madhya Pradesh,1.72,1326.38,314.34,45.01,5.82,3.39
F0366,Wheat,Zaid,Punjab,6.45,1252.31,176.27,30.06,26.37,4.09
F0337,Maize,Zaid,Punjab,7.23,461.32,416.33,32.27,15.27,2.11
F0092,Cotton,Zaid,Punjab,1.53,907.8,88.61,48.63,4.67,3.05
F0185,Maize,Zaid,Maharashtra,0.87,1204.2,286.3,21.59,3.7,4.25
F0062,Sugarcane,Kharif,Karnataka,6.06,637.06,459.6,18.68,15.17,2.5
F0047,Sugarcane,Kharif,Punjab,4.77,952.51,95.1,46.95,12.65,2.65
F0078,Maize,Rabi,Uttar Pradesh,4.18,1020.24,281.14,36.25,14.56,3.48
F0435,Cotton,Zaid,Uttar Pradesh,1.03,641.45,418.65,8.6,2.61,2.53
F0008,Maize,Zaid,Maharashtra,6.32,483.46,79.78,14.72,13.39,2.12
F0494,Rice,Rabi,Madhya Pradesh,1.71,674.89,281.47,31.49,4.9,2.86
F0172,Rice,Zaid,Uttar Pradesh,6.28,794.14,263.21,23.65,21.69,3.45
F0347,Sugarcane,Kharif,Uttar Pradesh,8.5,576.0,52.57,34.31,16.22,1.91
F0384,Cotton,Rabi,Madhya Pradesh,8.66,392.07,97.87,27.28,10.92,1.26
F0359,Maize,Zaid,Madhya Pradesh,6.29,629.89,372.56,31.77,13.89,2.21
F0219,Rice,Kharif,Karnataka,8.43,804.35,309.68,44.28,28.11,3.33
F0380,Maize,Zaid,Maharashtra,8.7,745.82,144.0,39.88,15.85,1.82
F0333,Wheat,Zaid,Uttar Pradesh,9.09,537.73,61.61,5.91,14.42,1.59
F0143,Cotton,Zaid,Karnataka,6.41,1094.01,189.97,19.4,27.43,4.28
F0217,Rice,Rabi,Karnataka,1.05,1414.94,150.13,49.99,4.12,3.93
F0024,Wheat,Zaid,Madhya Pradesh,2.13,1225.86,150.54,8.64,10.18,4.78
F0169,Maize,Zaid,Madhya Pradesh,5.79,1323.55,191.78,28.57,22.82,3.94
F0159,Rice,Kharif,Madhya Pradesh,5.11,724.69,451.15,12.46,16.29,3.19
F0455,Rice,Kharif,Karnataka,6.75,533.54,225.82,47.6,9.73,1.44
F0467,Sugarcane,Rabi,Karnataka,2.84,1102.03,383.07,25.17,11.59,4.08
F0499,Cotton,Kharif,Maharashtra,4.85,983.2,361.68,31.65,17.97,3.7
F0471,Maize,Rabi,Madhya Pradesh,8.85,728.27,184.95,14.62,24.18,2.73
F0352,Maize,Kharif,Madhya Pradesh,6.78,1037.57,432.15,26.61,29.49,4.35
F0489,Maize,Zaid,Karnataka,8.77,731.33,467.02,36.44,28.97,3.3
F0151,Maize,Kharif,Punjab,5.56,465.48,316.06,19.17,6.71,1.21
F0178,Wheat,Rabi,Punjab,1.0,1438.39,338.67,44.46,4.39,4.39
F0173,Maize,Rabi,Uttar Pradesh,5.37,1110.9,482.11,16.42,26.69,4.97
F0367,Cotton,Kharif,Madhya Pradesh,8.81,1408.89,351.69,46.91,45.36,5.15
F0089,Wheat,Zaid,Madhya Pradesh,7.18,350.41,458.09,26.8,13.5,1.88
F0134,Sugarcane,Rabi,Karnataka,4.87,979.76,117.22,26.11,19.21,3.94
F0077,Sugarcane,Rabi,Punjab,8.09,1434.23,323.83,16.46,37.54,4.64
F0148,Cotton,Zaid,Madhya Pradesh,9.28,1230.38,308.49,36.3,40.59,4.37
F0039,Rice,Kharif,Uttar Pradesh,4.0,1155.63,68.13,22.39,15.14,3.79
F0482,Sugarcane,Rabi,Madhya Pradesh,4.36,500.21,60.39,11.0,9.44,2.16
F0166,Wheat,Zaid,Madhya Pradesh,9.89,715.64,319.72,47.17,29.89,3.02
F0196,Sugarcane,Kharif,Punjab,2.09,1161.17,389.74,9.0,9.18,4.39
F0172,Cotton,Rabi,Punjab,0.82,409.3,72.11,20.06,1.24,1.51
F0067,Cotton,Rabi,Karnataka,5.34,938.82,170.45,46.02,15.41,2.89
F0257,Rice,Rabi,Maharashtra,3.35,937.33,233.7,17.32,10.71,3.2
F0412,Wheat,Rabi,Karnataka,1.75,1283.0,498.27,19.83,9.74,5.56
F0132,Maize,Rabi,Karnataka,7.33,770.44,457.22,30.2,17.99,2.45
F0185,Sugarcane,Zaid,Karnataka,4.78,1076.01,478.76,40.75,19.57,4.1
F0442,Rice,Zaid,Punjab,4.97,677.42,365.08,42.18,12.84,2.58
F0475,Cotton,Zaid,Maharashtra,7.45,1487.2,172.65,44.37,33.04,4.43
F0066,Sugarcane,Kharif,Maharashtra,7.47,424.89,405.2,28.95,20.1,2.69
F0297,Maize,Rabi,Maharashtra,3.28,1086.93,338.73,14.43,12.76,3.89
F0356,Maize,Kharif,Punjab,5.91,1351.93,467.7,28.8,27.98,4.73
F0339,Rice,Rabi,Karnataka,7.66,827.16,385.74,14.22,30.3,3.96
F0344,Cotton,Kharif,Uttar Pradesh,0.67,1166.95,425.99,22.96,2.44,3.64
F0298,Sugarcane,Rabi,Punjab,4.76,1321.54,399.04,17.97,25.4,5.34
F0453,Wheat,Kharif,Maharashtra,5.85,494.68,189.47,45.5,7.23,1.24
F0387,Sugarcane,Rabi,Maharashtra,7.04,1483.17,395.16,47.39,38.95,5.53
F0392,Cotton,Zaid,Punjab,0.69,1104.91,261.18,20.6,2.39,3.46
F0186,Maize,Rabi,Maharashtra,8.69,1325.12,60.04,32.43,30.27,3.48
F0119,Maize,Rabi,Punjab,8.4,671.81,474.37,13.08,17.16,2.04
F0410,Rice,Zaid,Punjab,6.8,1106.53,163.49,19.61,26.35,3.88
F0344,Rice,Zaid,Maharashtra,3.63,940.75,77.76,14.39,11.91,3.28
F0238,Maize,Rabi,Uttar Pradesh,5.12,403.17,429.5,37.31,10.77,2.1
F0288,Cotton,Zaid,Uttar Pradesh,9.43,965.42,320.1,48.96,34.45,3.65
F0002,Wheat,Kharif,Madhya Pradesh,6.6,336.94,375.71,45.75,12.59,1.91
F0076,Maize,Rabi,Maharashtra,6.88,1488.23,90.8,35.03,36.34,5.28
F0429,Cotton,Rabi,Karnataka,3.19,1068.11,323.43,11.91,13.07,4.1
F0059,Wheat,Rabi,Karnataka,1.72,618.22,425.86,19.72,3.55,2.06
F0021,Wheat,Kharif,Punjab,5.14,1429.37,152.22,22.53,27.14,5.28
F0250,Maize,Rabi,Uttar Pradesh,9.07,1398.57,399.49,15.27,47.85,5.28
F0274,Maize,Kharif,Maharashtra,0.74,760.53,113.7,36.97,1.7,2.3
F0298,Rice,Zaid,Punjab,8.45,598.49,244.5,35.06,19.52,2.31
