loan_id,loan_amount,borrower_income,land_area,crop_yield,past_delay_count,total_loans_taken,season,income_to_loan_ratio,past_delay_rate,due_date,repayment_date,delay_flag
1496,89306,462942,4.32,1.41,1,1,Zaid,5.183772646854635,1,20-06-2024,19-06-2024,0
1497,198321,151584,2.9,1.63,4,6,Zaid,0.7643366058057391,0.6666666666666666,18-11-2024,18-11-2024,0
1498,200394,179236,1.96,2.68,3,3,Rabi,0.8944179965468028,1,08-03-2024,04-03-2024,0
1499,125025,230903,2.63,3.91,4,7,Kharif,1.8468546290741852,0.5714285714285714,12-10-2024,11-10-2024,0
1500,297132,208795,0.68,4.09,4,6,Kharif,0.7027011563884065,0.6666666666666666,16-10-2024,12-10-2024,0
1501,76232,94420,8.36,1.09,3,2,Kharif,1.2385874698289432,1.5,15-06-2024,14-06-2024,0
1502,269863,75968,4.94,2.62,2,3,Zaid,0.281505801,0.6666666666666666,11-07-2024,18-08-2024,1
1503,98672,350388,7.04,4.75,0,7,Kharif,3.5510377817415275,0,03-10-2024,01-10-2024,0
1504,58575,53192,7.55,2.55,2,3,Kharif,0.9081007255655142,0.6666666666666666,24-06-2024,24-06-2024,0
1505,101219,455676,9.59,4.37,1,7,Zaid,4.501882057716436,0.14285714285714285,06-03-2024,04-03-2024,0
1506,226422,238873,2.39,4.75,4,2,Rabi,1.054990239464363,2,26-06-2024,04-08-2024,1
1507,202615,354144,6.85,1.37,1,5,Rabi,1.7478666436344792,0.2,04-02-2024,04-02-2024,0
1508,255572,459508,3.23,1.65,1,7,Zaid,1.7979590878499991,0.14285714285714285,26-04-2024,25-04-2024,0
1509,24841,147204,2.36,3.57,1,6,Zaid,5.925848395797271,0.16666666666666666,21-01-2024,21-01-2024,0
1510,168515,475466,3.91,3.4,0,6,Zaid,2.8215055039610717,0,13-02-2024,11-02-2024,0
1511,273856,289419,4.23,3.31,4,3,Zaid,1.056829136480486,1.3333333333333333,28-11-2024,26-11-2024,0
1512,24889,270629,4.28,3.32,3,6,Zaid,10.873438065008639,0.5,09-10-2024,06-10-2024,0
1513,287825,151982,5.33,1.1,0,6,Zaid,0.5280361330669677,0,02-10-2024,29-09-2024,0
1514,110073,373545,3.21,2.19,2,1,Zaid,3.3936115123599793,2,30-03-2024,30-03-2024,0
1515,127042,293725,6.77,2.28,4,2,Rabi,2.312030667023504,2,03-01-2024,01-01-2024,0
1516,158691,455155,1.59,2.6,0,7,Kharif,2.8681840810127857,0,25-04-2024,22-04-2024,0
1517,93079,73946,9.16,3.01,3,1,Zaid,0.7944434297747075,3,25-08-2024,08-09-2024,1
1518,169485,276833,2.57,3.59,1,5,Zaid,1.633377585037024,0.2,26-06-2024,22-06-2024,0
1519,57170,93555,1.2,3.52,3,6,Kharif,1.6364351932831904,0.5,24-08-2024,20-08-2024,0
1520,83471,460372,2.98,1.65,3,1,Zaid,5.515352637442945,3,26-01-2024,23-01-2024,0
1521,231811,363099,3.05,4.37,4,6,Zaid,1.5663579381478878,0.6666666666666666,01-10-2024,30-09-2024,0
1522,119919,424998,5.35,3.49,2,6,Rabi,3.5440422285042406,0.3333333333333333,11-09-2024,08-09-2024,0
1523,295659,399355,5.42,4.33,1,6,Rabi,1.3507283728890378,0.16666666666666666,29-11-2024,25-11-2024,0
1524,191206,423924,6.65,2.37,1,4,Rabi,2.2171061577565556,0.25,14-07-2024,11-07-2024,0
1525,188393,333453,9.92,1.79,0,5,Zaid,1.7699861459820694,0,19-07-2024,17-07-2024,0
1526,217494,320728,9.72,4.79,1,3,Kharif,1.4746521743128547,0.3333333333333333,23-09-2024,19-09-2024,0
1527,36738,183703,7.78,2.36,0,5,Kharif,5.000353857041755,0,29-04-2024,27-04-2024,0
1528,46014,254071,2.94,1.14,3,3,Rabi,5.521602121,1,21-12-2024,21-12-2024,0
1529,63923,139196,1,1.38,0,4,Zaid,2.1775573737152514,0,27-01-2024,27-01-2024,0
1530,223400,305315,5.42,1.06,4,1,Zaid,1.366674127126231,4,30-01-2024,23-02-2024,1
1531,145093,285835,9.29,3.58,2,4,Rabi,1.9700123369149443,0.5,16-11-2024,16-11-2024,0
1532,268029,259047,1.74,3.7,3,1,Rabi,0.966488701,3,20-07-2024,28-08-2024,1
1533,172566,126422,6.44,4.95,2,1,Kharif,0.7326008599608266,2,21-05-2024,12-06-2024,1
1534,115815,358959,7.88,4.83,3,1,Kharif,3.0994171739411995,3,07-03-2024,06-03-2024,0
1535,148771,175801,3.85,3.55,1,5,Kharif,1.1816886355539722,0.2,02-09-2024,31-08-2024,0
1536,44220,110531,8.88,3.3,0,1,Rabi,2.4995703301673453,0,27-08-2024,26-08-2024,0
1537,205399,174494,9.01,1.65,1,6,Kharif,0.8495367552909215,0.16666666666666666,09-04-2024,05-04-2024,0
1538,38240,304351,2.83,3.92,2,7,Zaid,7.958969665271966,0.2857142857142857,04-07-2024,01-07-2024,0
1539,184340,315790,1.6,2.63,0,1,Kharif,1.7130845177389606,0,07-05-2024,05-05-2024,0
1540,231912,470505,1.03,3.3,4,6,Kharif,2.0288083410948983,0.6666666666666666,09-05-2024,05-05-2024,0
1541,168421,277300,8.57,3.09,0,6,Zaid,1.6464692645216452,0,31-08-2024,30-08-2024,0
1542,108552,358260,4.56,1.79,4,5,Rabi,3.300353747512713,0.8,22-10-2024,20-10-2024,0
1543,231803,358153,5.41,2.05,1,4,Rabi,1.5450749127491878,0.25,02-08-2024,02-08-2024,0
1544,190715,277257,7.9,3.94,0,2,Rabi,1.4537765776158142,0,11-04-2024,07-04-2024,0
1545,282063,459383,7.28,2.48,3,7,Zaid,1.6286538822887084,0.42857142857142855,03-03-2024,28-02-2024,0
1546,163755,230557,9.91,4.21,1,4,Rabi,1.4079386888949956,0.25,28-09-2024,24-09-2024,0
1547,168188,86744,2.59,4.45,4,4,Rabi,0.5157561776107689,1,09-01-2024,07-01-2024,0
1548,169748,95177,9.21,2.57,1,1,Zaid,0.5606958550321653,1,05-11-2024,31-12-2024,1
1549,267439,170403,4.02,1.07,2,6,Kharif,0.6371658583826593,0.3333333333333333,05-09-2024,04-09-2024,0
1550,212589,404837,9.5,2.47,1,5,Rabi,1.9043177210485962,0.2,22-04-2024,22-04-2024,0
1551,236249,274090,1.37,2.78,0,1,Rabi,1.1601742229596739,0,17-02-2024,14-02-2024,0
1552,139968,111600,9.83,4.59,3,7,Zaid,0.7973251028806584,0.42857142857142855,05-08-2024,05-08-2024,0
1553,34892,451487,8.81,4,0,4,Kharif,12.93955634529405,0,14-12-2024,11-12-2024,0
1554,210732,246599,1.37,2.71,3,6,Rabi,1.1702019626824591,0.5,03-02-2024,31-01-2024,0
1555,274200,477118,9.32,3.12,1,4,Kharif,1.740036469730124,0.25,27-12-2024,24-12-2024,0
1556,171460,437368,2.72,3.35,0,3,Zaid,2.5508456782923132,0,13-05-2024,12-05-2024,0
1557,244321,321127,5.17,3.26,4,2,Zaid,1.3143651180209641,2,12-11-2024,01-01-2025,1
1558,114020,52673,1.13,4.9,1,7,Rabi,0.46196281354148394,0.14285714285714285,18-08-2024,18-08-2024,0
1559,89284,285718,2.27,2.94,4,6,Kharif,3.200103041978406,0.6666666666666666,13-10-2024,11-10-2024,0
1560,122339,163431,6.23,2.25,0,3,Rabi,1.3358863485887575,0,24-06-2024,22-06-2024,0
1561,254989,448591,3.57,1.32,2,6,Zaid,1.7592562816435218,0.3333333333333333,24-05-2024,23-05-2024,0
1562,73276,493333,1.68,4.43,0,2,Kharif,6.732531797587204,0,08-11-2024,04-11-2024,0
1563,29404,476855,7.03,3.97,1,5,Kharif,16.217351380764523,0.2,14-01-2024,12-01-2024,0
1564,284826,161186,8.72,1.13,0,3,Kharif,0.5659104154817327,0,13-02-2024,10-02-2024,0
1565,148568,426394,7.18,3.39,2,2,Rabi,2.8700258467503095,1,23-09-2024,21-09-2024,0
1566,143447,111477,4.58,4.86,1,2,Rabi,0.7771302292832893,0.5,15-05-2024,12-05-2024,0
1567,210791,477894,7.49,1.61,0,5,Kharif,2.2671461305273946,0,27-03-2024,24-03-2024,0
1568,48670,437064,5.29,4.9,1,5,Rabi,8.980152044380523,0.2,12-09-2024,12-09-2024,0
1569,145721,309291,2.48,2.24,3,6,Zaid,2.1224874932233515,0.5,24-08-2024,20-08-2024,0
1570,286320,150459,0.61,2.2,2,3,Zaid,0.5254924559932942,0.6666666666666666,28-10-2024,24-10-2024,0
1571,262726,352811,6.61,4.57,4,4,Rabi,1.3428857440831894,1,27-06-2024,23-06-2024,0
1572,267524,345187,5.49,2.91,4,6,Zaid,1.2903029260926122,0.6666666666666666,27-08-2024,26-08-2024,0
1573,269220,486056,7.41,1.49,1,3,Kharif,1.8054230740658197,0.3333333333333333,25-07-2024,21-07-2024,0
1574,111788,294437,8.84,3.97,2,7,Zaid,2.633887358213762,0.2857142857142857,26-05-2024,22-05-2024,0
1575,166297,459909,1.32,2.35,2,7,Rabi,2.765588074348906,0.2857142857142857,18-08-2024,15-08-2024,0
1576,86330,228438,1.04,4.91,1,1,Zaid,2.6461021661067994,1,11-11-2024,11-11-2024,0
1577,24369,451266,1.52,3.6,3,4,Zaid,18.51803520866675,0.75,29-12-2024,29-12-2024,0
1578,289594,183997,9.67,2.67,0,1,Kharif,0.63536192,0,18-02-2024,15-02-2024,0
1579,235888,132641,9.73,3.47,4,7,Rabi,0.562304992,0.5714285714285714,08-11-2024,05-11-2024,0
1580,184334,444163,5.65,3.7,1,1,Kharif,2.409555480812004,1,15-02-2024,15-02-2024,0
1581,115148,496098,3.21,1.1,0,6,Rabi,4.308350991767117,0,17-11-2024,17-11-2024,0
1582,278815,238869,9.2,4.83,3,3,Kharif,0.8567293725229991,1,02-01-2024,02-01-2024,0
1583,169967,228982,6.61,1.06,4,6,Kharif,1.3472144592773891,0.6666666666666666,02-07-2024,01-07-2024,0
1584,276055,186421,6.64,2.74,1,1,Rabi,0.6753038343808299,1,21-12-2024,21-12-2024,0
1585,119811,334931,6.44,4.31,1,5,Zaid,2.7954945706153858,0.2,15-05-2024,11-05-2024,0
1586,58059,181980,6.44,4.12,3,2,Kharif,3.1343977677879398,1.5,27-01-2024,27-01-2024,0
1587,108771,176228,8.94,1.96,3,4,Rabi,1.6201744950400383,0.75,08-09-2024,06-09-2024,0
1588,160688,125976,8.42,3.21,1,4,Rabi,0.7839788907696903,0.25,23-03-2024,21-03-2024,0
1589,30110,328606,3.77,2.99,0,2,Zaid,10.913517103952175,0,12-09-2024,10-09-2024,0
1590,168940,393133,2.25,1.26,1,7,Kharif,2.327056943293477,0.14285714285714285,15-03-2024,14-03-2024,0
1591,161295,229238,5.62,2,3,3,Rabi,1.421234384202858,1,02-11-2024,30-10-2024,0
1592,140926,69416,1.79,3.52,0,4,Zaid,0.4925705689510807,0,29-08-2024,26-08-2024,0
1593,136916,432452,7.75,1.81,2,2,Zaid,3.158520553,1,25-10-2024,23-10-2024,0
1594,51335,100547,8.59,2.71,3,1,Kharif,1.9586441998636408,3,12-03-2024,27-03-2024,1
1595,157039,400438,7.42,2.91,3,7,Zaid,2.549927088175549,0.42857142857142855,18-02-2024,17-02-2024,0
1596,233053,67878,7.15,3.01,3,1,Rabi,0.2912556371297516,3,29-01-2024,23-03-2024,1
1597,48004,332615,8.81,4.47,4,5,Zaid,6.928901758186818,0.8,02-01-2024,02-01-2024,0
1598,29466,272129,2.34,2.05,3,5,Rabi,9.235356004,0.6,19-10-2024,17-10-2024,0
1599,42650,400434,8.1,3.32,2,5,Rabi,9.38883939,0.4,25-05-2024,25-05-2024,0
1600,175418,432342,5.69,1.86,3,3,Kharif,2.4646387485890844,1,05-02-2024,03-02-2024,0
1601,212408,333806,1.73,4,2,5,Zaid,1.5715321456818951,0.4,23-10-2024,22-10-2024,0
1602,246801,297380,2.9,1.16,1,2,Rabi,1.2049383916596772,0.5,11-11-2024,11-11-2024,0
1603,219041,257606,6.08,3.01,2,7,Zaid,1.1760629288580677,0.2857142857142857,22-08-2024,22-08-2024,0
1604,52099,252252,6.96,3.68,0,3,Kharif,4.841781991976814,0,21-11-2024,18-11-2024,0
1605,121611,108046,9.25,1.22,3,6,Kharif,0.8884558140299809,0.5,03-04-2024,31-03-2024,0
1606,38394,406137,7.9,3.88,0,3,Zaid,10.578137208938896,0,28-01-2024,27-01-2024,0
1607,190458,415171,0.96,3.41,3,2,Zaid,2.179855926240956,1.5,27-02-2024,27-02-2024,0
1608,226873,361251,6.84,4.97,4,6,Kharif,1.5923049459389174,0.6666666666666666,23-01-2024,20-01-2024,0
1609,245997,113797,1.06,3.63,2,5,Kharif,0.46259507229762964,0.4,24-09-2024,23-09-2024,0
1610,197398,395123,5.67,1.62,2,7,Rabi,2.0016565517381126,0.2857142857142857,12-10-2024,11-10-2024,0
1611,188769,406668,7.38,4.63,3,7,Zaid,2.1543155920728507,0.42857142857142855,13-01-2024,12-01-2024,0
1612,143371,457435,3.33,4.65,0,5,Rabi,3.1905685250155194,0,09-02-2024,07-02-2024,0
1613,46567,112708,7.2,1.76,4,1,Rabi,2.420340584534112,4,18-03-2024,07-04-2024,1
1614,234373,141257,9.75,1.24,0,1,Zaid,0.6027016763876385,0,31-08-2024,27-08-2024,0
1615,248497,167213,6.33,2.42,1,3,Kharif,0.6728974595266743,0.3333333333333333,20-04-2024,17-04-2024,0
1616,263761,292821,7.91,2.15,1,6,Rabi,1.1101754997895823,0.16666666666666666,23-10-2024,23-10-2024,0
1617,254659,259727,9.76,4.49,1,6,Rabi,1.019901122677777,0.16666666666666666,13-10-2024,12-10-2024,0
1618,109142,77603,1.52,4.28,3,1,Zaid,0.7110278352971359,3,10-05-2024,19-05-2024,1
1619,234117,263877,4.08,1.4,3,7,Zaid,1.1271159292148798,0.42857142857142855,29-04-2024,27-04-2024,0
1620,113926,487538,8.74,1.01,1,1,Kharif,4.279426996471393,1,28-01-2024,25-01-2024,0
1621,170619,131662,9.09,3.01,3,3,Rabi,0.7716725569836888,1,25-10-2024,23-10-2024,0
1622,249901,252945,5.37,4.26,3,2,Zaid,1.012180823606148,1.5,24-05-2024,22-05-2024,0
1623,88607,399705,2.92,4.45,4,7,Rabi,4.510986716625097,0.5714285714285714,05-05-2024,01-05-2024,0
1624,101748,452644,8.75,4.57,4,7,Zaid,4.4486771238746705,0.5714285714285714,19-07-2024,15-07-2024,0
1625,189361,389092,5.68,1.2,1,3,Rabi,2.054763124402596,0.3333333333333333,17-06-2024,17-06-2024,0
1626,37175,377831,6.45,2.15,3,1,Rabi,10.16357767316745,3,28-08-2024,27-08-2024,0
1627,102762,210094,8.27,3.27,2,2,Rabi,2.0444716918705357,1,09-02-2024,09-02-2024,0
1628,89806,194358,7.96,1.95,3,4,Zaid,2.1641983831815246,0.75,06-10-2024,03-10-2024,0
1629,51276,235217,4.14,1.63,3,3,Zaid,4.587272798190186,1,24-12-2024,22-12-2024,0
1630,66281,356996,7.92,4.36,3,3,Rabi,5.38609858,1,12-02-2024,11-02-2024,0
1631,216355,404820,3.32,4.56,0,6,Zaid,1.8710914931478357,0,23-09-2024,19-09-2024,0
1632,250561,282661,3.95,2.15,1,3,Kharif,1.1281125155151839,0.3333333333333333,18-10-2024,14-10-2024,0
1633,87471,173513,7.72,4.41,1,6,Rabi,1.9836631569320118,0.16666666666666666,09-10-2024,07-10-2024,0
1634,30712,393671,9.48,1.19,1,4,Kharif,12.818149257619172,0.25,27-03-2024,25-03-2024,0
1635,56972,286966,9.08,4.26,1,6,Zaid,5.036965526925507,0.16666666666666666,28-11-2024,24-11-2024,0
1636,23052,339416,4.53,2.84,4,1,Zaid,14.72392850945688,4,23-11-2024,21-11-2024,0
1637,36375,75710,2.2,1.41,2,2,Kharif,2.0813745704467355,1,19-02-2024,19-02-2024,0
1638,60274,253570,4.89,4.64,3,3,Kharif,4.206954905929588,1,09-10-2024,06-10-2024,0
1639,226994,306480,7.1,4.08,2,5,Zaid,1.3501678458461457,0.4,03-04-2024,03-04-2024,0
1640,262217,203612,3.56,1.99,3,1,Rabi,0.7765019049108182,3,30-07-2024,19-08-2024,1
1641,161668,463146,2.08,3.11,4,6,Kharif,2.8647969913650195,0.6666666666666666,05-10-2024,03-10-2024,0
1642,258013,146368,2.54,1.26,0,7,Zaid,0.5672892451155562,0,29-02-2024,29-02-2024,0
1643,173460,130591,1.14,2.01,0,2,Rabi,0.7528594488642915,0,25-06-2024,21-06-2024,0
1644,164608,186772,6.39,3.18,3,5,Rabi,1.1346471617418352,0.6,08-10-2024,05-10-2024,0
1645,63815,350677,9.93,1.36,4,6,Zaid,5.495212724281125,0.6666666666666666,08-04-2024,06-04-2024,0
1646,123613,410459,7.28,4.47,4,4,Rabi,3.320516450535138,1,20-10-2024,19-10-2024,0
1647,265939,116332,6.17,2.71,0,1,Rabi,0.4374386607455093,0,25-05-2024,25-05-2024,0
1648,178116,307339,1.49,3.45,3,1,Rabi,1.7254991129376362,3,19-07-2024,24-07-2024,1
1649,108377,251474,6.76,3.49,0,6,Zaid,2.320363176688781,0,04-12-2024,30-11-2024,0
1650,129366,422222,5.66,2.87,2,3,Zaid,3.2637787362985637,0.6666666666666666,21-12-2024,18-12-2024,0
1651,109590,420714,7.25,1.08,1,4,Rabi,3.8389816589104844,0.25,14-08-2024,13-08-2024,0
1652,141246,389749,5.45,4.99,3,1,Kharif,2.7593630970080567,3,09-07-2024,05-07-2024,0
1653,257439,496229,6.11,3.52,2,6,Rabi,1.9275595383760813,0.3333333333333333,07-04-2024,04-04-2024,0
1654,279383,413309,4.77,3.61,3,6,Kharif,1.4793634544693128,0.5,24-03-2024,24-03-2024,0
1655,291787,387990,9,1.04,3,5,Rabi,1.3297028311747954,0.6,19-10-2024,18-10-2024,0
1656,172363,354592,3.55,1.9,3,3,Zaid,2.0572396628046623,1,22-12-2024,20-12-2024,0
1657,240172,75301,5.7,3.44,1,2,Zaid,0.31352947054610864,0.5,05-02-2024,01-02-2024,0
1658,279561,91457,9.51,2.34,1,7,Kharif,0.3271450595755488,0.14285714285714285,01-02-2024,31-01-2024,0
1659,21845,169342,3.41,3.66,2,3,Kharif,7.751979858091096,0.6666666666666666,10-04-2024,06-04-2024,0
1660,117898,330371,4.27,1.85,3,2,Kharif,2.8021764576159054,1.5,10-12-2024,08-12-2024,0
1661,128621,455670,1.54,3.29,3,7,Rabi,3.542734079193911,0.42857142857142855,19-09-2024,18-09-2024,0
1662,128304,154959,7.29,1.22,3,2,Rabi,1.207748784137673,1.5,07-11-2024,03-11-2024,0
1663,219695,154132,6.98,4.39,0,1,Zaid,0.7015726347891394,0,30-06-2024,28-06-2024,0
1664,197198,292730,5.93,4.58,0,2,Rabi,1.4844471039260032,0,28-01-2024,27-01-2024,0
1665,28981,464248,4.97,2.84,2,5,Rabi,16.01904696180256,0.4,15-06-2024,13-06-2024,0
1666,23657,333374,9,2.99,3,4,Zaid,14.091981231770724,0.75,03-11-2024,02-11-2024,0
1667,218012,87869,4.97,1.19,4,6,Rabi,0.40304662128690166,0.6666666666666666,14-09-2024,05-11-2024,1
1668,138728,444927,2.96,1.28,0,3,Kharif,3.2071896084424196,0,14-12-2024,14-12-2024,0
1669,146951,380502,4.65,3.82,3,7,Zaid,2.589312084,0.42857142857142855,22-10-2024,22-10-2024,0
1670,21082,454364,2.85,3.93,0,6,Zaid,21.55222464661797,0,07-04-2024,07-04-2024,0
1671,201676,494049,3.43,4.97,3,2,Rabi,2.449716376762728,1.5,14-09-2024,13-09-2024,0
1672,146298,143709,8.21,4.51,3,4,Kharif,0.9823032440634869,0.75,06-11-2024,03-11-2024,0
1673,240013,324947,2.25,2.77,0,1,Kharif,1.353872498572994,0,17-07-2024,13-07-2024,0
1674,68786,163005,5.61,3.65,1,7,Kharif,2.3697409356555115,0.14285714285714285,12-12-2024,12-12-2024,0
1675,112529,291496,9.74,1.15,0,4,Kharif,2.5904078059877897,0,26-08-2024,25-08-2024,0
1676,299373,470601,2.7,3.04,1,2,Zaid,1.571955386758325,0.5,02-05-2024,01-05-2024,0
1677,77788,189227,7.45,3.1,0,4,Zaid,2.4325988584357483,0,11-03-2024,11-03-2024,0
1678,246710,219770,8.09,4.43,4,3,Kharif,0.8908029670463297,1.3333333333333333,21-02-2024,19-02-2024,0
1679,74800,150364,2.07,4.11,1,5,Rabi,2.0102139037433155,0.2,13-04-2024,11-04-2024,0
1680,125669,392315,8.4,1.7,4,1,Kharif,3.1218120618450054,4,12-09-2024,11-09-2024,0
1681,286441,159513,7.38,2.14,0,6,Zaid,0.5568790780649419,0,08-10-2024,04-10-2024,0
1682,173325,472418,3.72,3.84,4,5,Rabi,2.7256195009375452,0.8,26-12-2024,22-12-2024,0
1683,31952,133323,6.49,3.35,0,6,Rabi,4.172602653980971,0,02-06-2024,01-06-2024,0
1684,274522,57903,4.99,3.79,4,7,Zaid,0.21092298613590169,0.5714285714285714,22-07-2024,30-08-2024,1
1685,253614,397324,7.61,4.18,1,6,Rabi,1.566648528866703,0.16666666666666666,04-04-2024,03-04-2024,0
1686,195112,480538,3.93,3.68,1,6,Kharif,2.462882857025708,0.16666666666666666,13-03-2024,10-03-2024,0
1687,114266,321380,8.7,3.04,0,5,Rabi,2.8125601666287436,0,04-03-2024,29-02-2024,0
1688,171168,193092,2.36,3.69,3,6,Rabi,1.1280846887268647,0.5,17-09-2024,17-09-2024,0
1689,98229,139049,4.4,3.1,2,2,Zaid,1.415559559804131,1,15-06-2024,14-06-2024,0
1690,74795,483394,4.04,4.11,1,4,Rabi,6.462918644294405,0.25,12-05-2024,10-05-2024,0
1691,292889,304232,1.62,4.33,2,3,Zaid,1.0387279822731479,0.6666666666666666,10-08-2024,06-08-2024,0
1692,190951,467983,4.58,2.98,1,3,Zaid,2.4508015145246684,0.3333333333333333,20-01-2024,19-01-2024,0
1693,109241,73397,5.32,2.37,4,1,Kharif,0.6718814364570079,4,07-02-2024,04-04-2024,1
1694,30002,309853,2.4,1.24,4,5,Zaid,10.32774482,0.8,16-01-2024,16-01-2024,0
1695,29966,270422,8.95,3.6,3,2,Kharif,9.0242942,1.5,25-12-2024,25-12-2024,0
1696,24959,470473,5.47,3.2,3,7,Zaid,18.84983372731279,0.42857142857142855,14-05-2024,13-05-2024,0
1697,189741,217198,5.26,2.5,4,3,Rabi,1.1447077858765369,1.3333333333333333,19-08-2024,15-08-2024,0
1698,173290,151124,7.23,1.54,2,6,Rabi,0.8720872525823764,0.3333333333333333,10-06-2024,10-06-2024,0
1699,237291,334599,5.31,1.34,0,2,Zaid,1.4100787640492054,0,18-03-2024,17-03-2024,0
1700,218713,158049,6.41,3.34,3,2,Rabi,0.7226319423171005,1.5,10-01-2024,19-01-2024,1
1701,161140,308946,4.77,3.18,3,5,Zaid,1.9172520789375698,0.6,18-01-2024,14-01-2024,0
1702,253442,411395,4.35,1.84,2,4,Zaid,1.6232313507626992,0.5,20-02-2024,18-02-2024,0
1703,291479,367152,8.28,1.32,4,5,Kharif,1.2596173309226393,0.8,06-06-2024,05-06-2024,0
1704,79314,353349,5.07,3.13,0,1,Kharif,4.455064679627808,0,25-11-2024,24-11-2024,0
1705,218418,137110,3.47,3.06,0,2,Rabi,0.6277413033724327,0,28-06-2024,25-06-2024,0
1706,46883,252499,4.41,2.9,4,5,Kharif,5.385726169400423,0.8,26-11-2024,24-11-2024,0
1707,72748,371165,8.17,2.18,1,3,Rabi,5.102064661571452,0.3333333333333333,23-08-2024,22-08-2024,0
1708,190505,283670,1.27,3.57,1,6,Kharif,1.4890422823547937,0.16666666666666666,30-01-2024,29-01-2024,0
1709,294462,492091,5.07,2.66,1,3,Zaid,1.6711528142850351,0.3333333333333333,23-01-2024,22-01-2024,0
1710,239365,152770,2.93,1.13,2,3,Zaid,0.6382303177156226,0.6666666666666666,07-05-2024,12-06-2024,1
1711,93820,159062,1.03,3.37,1,4,Rabi,1.6953954380729055,0.25,14-02-2024,13-02-2024,0
1712,35668,281789,3.58,4.86,2,1,Rabi,7.900330828754066,2,09-05-2024,07-05-2024,0
1713,141649,416074,9.33,1.89,2,7,Zaid,2.937359247153174,0.2857142857142857,13-12-2024,10-12-2024,0
1714,197375,152552,2.28,1.13,2,4,Kharif,0.7729043698543382,0.5,08-05-2024,06-05-2024,0
1715,261348,65305,4.37,4.32,1,2,Rabi,0.24987755789215912,0.5,28-11-2024,26-11-2024,0
1716,150436,139363,9.02,4.7,1,2,Zaid,0.9263939482570661,0.5,14-06-2024,11-06-2024,0
1717,188265,447046,4.2,2.65,0,4,Zaid,2.374557140201312,0,05-04-2024,04-04-2024,0
1718,56855,91721,9.41,3.95,3,6,Kharif,1.613244218,0.5,21-11-2024,21-11-2024,0
1719,172383,284315,3.89,2.2,3,7,Kharif,1.6493215688321934,0.42857142857142855,03-06-2024,02-06-2024,0
1720,278040,338152,6.94,3.64,2,1,Zaid,1.2161991080420083,2,27-09-2024,06-11-2024,1
1721,232584,350767,7.67,4.01,4,3,Kharif,1.5081303958999759,1.3333333333333333,21-10-2024,19-10-2024,0
1722,181080,399787,5.69,3.02,2,7,Rabi,2.207792136072454,0.2857142857142857,10-01-2024,08-01-2024,0
1723,283254,427410,6.92,4.97,2,4,Rabi,1.5089283822999853,0.5,04-07-2024,30-06-2024,0
1724,222929,81566,4.93,4.44,3,5,Zaid,0.3658833081384656,0.6,17-12-2024,16-12-2024,0
1725,259628,106878,9.01,1.2,3,4,Rabi,0.4116582186821144,0.75,22-04-2024,29-04-2024,1
1726,173652,309201,8.5,2.86,0,6,Kharif,1.7805783981756618,0,14-05-2024,12-05-2024,0
1727,158923,436622,2.31,1.06,1,4,Rabi,2.747380807057506,0.25,12-01-2024,08-01-2024,0
1728,34507,375075,1.16,4.87,1,4,Kharif,10.86953371779639,0.25,14-11-2024,10-11-2024,0
1729,106120,429553,4.88,2.24,4,1,Zaid,4.047804372408594,4,30-11-2024,30-11-2024,0
1730,80945,295420,1.77,3.62,1,7,Rabi,3.649638644,0.14285714285714285,25-11-2024,22-11-2024,0
1731,238592,98022,2.9,2.49,0,7,Zaid,0.4108352333690987,0,11-03-2024,11-03-2024,0
1732,206085,422860,8.22,1.13,1,2,Zaid,2.0518718004706797,0.5,01-06-2024,28-05-2024,0
1733,134836,156998,5.34,3.13,4,4,Kharif,1.1643626331246848,1,23-03-2024,22-03-2024,0
1734,97017,291421,8.05,1.05,2,1,Kharif,3.003813764597957,2,17-07-2024,13-07-2024,0
1735,82398,271163,1.98,2.77,0,5,Zaid,3.2908929828393894,0,02-09-2024,30-08-2024,0
1736,106388,145719,7.81,1.42,0,5,Kharif,1.369693950445539,0,26-12-2024,23-12-2024,0
1737,66221,198269,2.51,3.15,3,6,Kharif,2.9940502257592003,0.5,08-01-2024,04-01-2024,0
1738,113885,129538,9.9,2.09,3,6,Zaid,1.1374456688764982,0.5,28-04-2024,28-04-2024,0
1739,135266,238362,5.56,2.17,0,3,Zaid,1.762172312332737,0,15-10-2024,12-10-2024,0
1740,143844,416731,5.91,4.51,3,1,Zaid,2.8971038069019217,3,17-12-2024,13-12-2024,0
1741,67252,434878,4,3.59,2,5,Rabi,6.466395051448284,0.4,28-12-2024,24-12-2024,0
1742,219245,419029,4.4,4.46,2,3,Zaid,1.9112362881707678,0.6666666666666666,08-07-2024,05-07-2024,0
1743,35065,397614,6.78,2.46,1,6,Rabi,11.33934122344218,0.16666666666666666,30-05-2024,27-05-2024,0
1744,28816,52175,1.3,3.48,0,2,Zaid,1.8106260410882842,0,14-04-2024,11-04-2024,0
1745,104358,222648,0.71,3.44,3,7,Zaid,2.133501983556603,0.42857142857142855,23-04-2024,21-04-2024,0
1746,60751,250671,3.44,4.77,4,2,Kharif,4.126203683889977,2,27-10-2024,24-10-2024,0
1747,207150,456637,8.43,4.05,0,5,Zaid,2.204378469707941,0,20-02-2024,19-02-2024,0
