state,year,month,rainfall_mm,avg_temperature_celsius,humidity_percent,drought_flag
Karnataka,2022,7,307.54,26.11,88.2,0
Madhya Pradesh,2020,5,103.3,35.32,59.53,0
Madhya Pradesh,2023,8,452.1,23.46,75.85,0
Punjab,2021,10,69.86,27.74,72.21,0
Karnataka,2022,8,574.51,19.41,83.61,0
Maharashtra,2024,12,50.93,27.77,31.42,0
Uttar Pradesh,2023,3,52.15,29.06,33.65,0
Karnataka,2022,9,396.44,38.4,36.85,0
Maharashtra,2021,12,117.02,27.01,72.59,0
Punjab,2024,11,46.43,21.51,40.43,0
Punjab,2021,11,19.87,22.08,73.17,0
Madhya Pradesh,2020,11,133.44,35.91,74.53,0
Uttar Pradesh,2023,2,25.46,24.36,50.14,0
Uttar Pradesh,2021,7,299.98,29.33,64.81,0
Uttar Pradesh,2023,8,342.75,25.78,83.86,0
Uttar Pradesh,2020,5,120.5,24.77,89.4,0
Punjab,2024,3,143.39,25.19,53.04,0
Punjab,2021,10,80.79,38.7,86.96,0
Karnataka,2024,7,241.03,26.64,65.97,0
Maharashtra,2023,9,401.25,22.26,85.82,0
Maharashtra,2021,6,470.78,36.43,85.82,0
Uttar Pradesh,2022,3,114.77,27.66,69.69,0
Punjab,2020,9,264.15,32.82,41.65,0
Karnataka,2024,3,107.15,23.05,37.64,0
Maharashtra,2022,5,33.14,18.04,76.72,0
Maharashtra,2024,9,492.96,29.33,40.49,0
Maharashtra,2021,1,21.7,18.42,40.77,0
Punjab,2024,4,134.72,23.31,53.03,0
Madhya Pradesh,2024,2,24.75,22.89,63.75,0
Maharashtra,2022,6,443.1,23.4,33.75,0
Madhya Pradesh,2021,4,64.74,23.15,44.27,0
Karnataka,2020,1,144.38,31.56,66.2,0
Madhya Pradesh,2021,2,68.21,27.44,65.16,0
Uttar Pradesh,2023,12,107.5,33.45,41.16,0
Karnataka,2021,6,400.05,27.06,86.58,0
Madhya Pradesh,2022,8,452.57,29.72,37.5,0
Maharashtra,2020,1,94.79,20.58,51.92,0
Karnataka,2022,11,30.0,33.23,43.41,0
Punjab,2021,12,64.86,37.7,43.28,0
Uttar Pradesh,2024,11,81.09,27.22,31.18,0
Uttar Pradesh,2021,1,120.99,19.52,60.83,0
Madhya Pradesh,2024,10,88.49,31.83,74.76,0
Karnataka,2020,10,45.46,18.22,77.02,0
Karnataka,2023,9,414.26,36.39,83.39,0
Punjab,2024,5,128.07,28.67,51.69,0
Punjab,2024,5,120.82,27.93,41.92,0
Maharashtra,2024,4,129.7,37.42,60.31,0
Uttar Pradesh,2022,12,20.6,26.53,82.23,0
Punjab,2024,10,136.25,22.48,34.35,0
Madhya Pradesh,2021,7,550.94,26.57,65.21,0
Punjab,2024,6,587.23,19.46,72.14,0
Punjab,2023,10,20.37,26.26,82.25,0
Madhya Pradesh,2021,10,70.69,39.94,66.34,0
Karnataka,2020,11,54.96,22.84,52.78,0
Uttar Pradesh,2023,11,62.15,19.51,54.02,0
Madhya Pradesh,2021,9,385.7,33.9,72.69,0
Uttar Pradesh,2021,12,109.23,18.18,44.15,0
Uttar Pradesh,2022,3,102.64,28.65,30.35,0
Maharashtra,2024,2,122.63,35.0,65.65,0
Uttar Pradesh,2020,3,19.3,34.86,67.94,0
Maharashtra,2020,3,119.47,34.54,82.2,0
Uttar Pradesh,2022,7,407.2,21.09,73.63,0
Maharashtra,2022,1,96.87,34.33,41.04,0
Punjab,2024,8,277.99,37.59,78.75,0
Maharashtra,2021,10,137.15,34.69,68.82,0
Karnataka,2021,2,101.58,37.56,67.62,0
Punjab,2021,12,98.53,21.44,60.8,0
Karnataka,2020,9,486.56,23.96,43.15,0
Karnataka,2022,11,53.94,23.31,43.97,0
Punjab,2020,7,369.94,37.97,62.96,0
Karnataka,2022,12,36.31,19.69,75.25,0
Punjab,2023,2,63.59,36.08,72.87,0
Punjab,2024,11,121.47,23.98,75.0,0
Karnataka,2023,12,46.97,38.66,71.36,0
Maharashtra,2021,4,55.43,23.93,42.41,0
Karnataka,2021,7,477.86,22.81,68.69,0
Uttar Pradesh,2024,6,305.85,32.56,82.97,0
Maharashtra,2021,9,511.21,34.74,42.2,0
Punjab,2021,1,22.37,33.38,53.94,0
Karnataka,2022,4,70.53,18.69,46.87,0
Madhya Pradesh,2020,10,14.71,37.34,45.82,0
Madhya Pradesh,2023,1,88.03,18.86,73.35,0
Punjab,2023,11,55.22,37.75,87.73,0
Punjab,2021,9,330.12,37.82,94.75,0
Punjab,2024,12,125.56,36.59,46.19,0
Madhya Pradesh,2022,10,90.74,19.48,36.17,0
Punjab,2021,1,149.84,25.19,78.63,0
Maharashtra,2022,2,122.93,36.88,94.85,0
Uttar Pradesh,2022,11,43.81,18.89,56.73,0
Madhya Pradesh,2021,5,28.21,18.49,53.43,0
Karnataka,2022,7,513.5,30.46,50.33,0
Maharashtra,2022,6,461.74,23.1,30.93,0
Punjab,2020,7,505.74,31.72,79.55,0
Madhya Pradesh,2023,12,15.45,36.42,70.27,0
Uttar Pradesh,2024,9,425.36,31.74,86.19,0
Punjab,2021,2,92.17,30.78,94.39,0
Uttar Pradesh,2024,8,502.69,27.73,75.98,0
Punjab,2020,7,355.69,23.04,68.8,0
Madhya Pradesh,2021,3,139.95,38.44,52.22,0
Punjab,2020,7,411.07,22.66,94.72,0
Karnataka,2024,6,592.45,32.29,82.29,0
Madhya Pradesh,2023,11,110.11,31.05,33.47,0
Maharashtra,2023,7,381.91,32.85,74.04,0
Karnataka,2020,5,62.24,38.72,40.88,0
Maharashtra,2022,8,400.14,33.2,75.31,0
Karnataka,2020,6,459.46,24.06,40.15,0
Karnataka,2020,9,454.38,31.18,41.66,0
Karnataka,2024,4,108.72,28.01,73.4,0
Uttar Pradesh,2022,8,534.95,21.73,31.24,0
Madhya Pradesh,2021,10,119.07,31.41,75.48,0
Punjab,2020,9,535.26,35.66,92.46,0
Punjab,2021,9,414.37,28.75,56.12,0
Punjab,2022,10,31.52,30.6,48.01,0
Punjab,2024,2,138.98,30.83,68.53,0
Madhya Pradesh,2023,7,341.97,19.14,32.06,0
Karnataka,2021,4,69.27,19.86,69.45,0
Punjab,2023,10,133.34,37.42,72.84,0
Punjab,2024,6,284.49,36.99,87.6,0
Uttar Pradesh,2021,4,37.53,34.22,48.62,0
Karnataka,2022,12,122.37,39.94,31.95,0
Uttar Pradesh,2023,4,135.63,31.7,93.27,0
Karnataka,2023,2,75.1,36.64,34.06,0
Maharashtra,2021,6,334.11,19.47,93.4,0
Punjab,2023,2,124.38,36.76,90.97,0
Karnataka,2020,9,234.04,26.48,34.62,0
Madhya Pradesh,2023,10,39.51,23.05,60.49,0
Karnataka,2024,10,47.6,20.22,40.89,0
Punjab,2024,6,258.91,39.41,79.35,0
Karnataka,2020,10,145.49,27.67,48.09,0
Maharashtra,2020,5,121.76,25.18,49.46,0
Karnataka,2022,9,293.0,20.85,46.67,0
Madhya Pradesh,2020,11,59.74,32.83,34.07,0
Madhya Pradesh,2023,2,39.47,35.8,39.55,0
Madhya Pradesh,2024,3,57.97,37.02,40.07,0
Maharashtra,2022,6,233.09,28.66,49.66,0
Karnataka,2023,12,88.88,35.68,38.91,0
Maharashtra,2023,12,91.3,29.12,39.37,0
Karnataka,2022,3,97.36,24.02,61.71,0
Uttar Pradesh,2020,11,21.52,28.11,49.92,0
Maharashtra,2023,7,528.95,19.25,57.21,0
Uttar Pradesh,2020,10,74.18,33.95,67.33,0
Karnataka,2024,7,466.88,35.1,86.04,0
Maharashtra,2023,2,53.94,29.84,84.61,0
Karnataka,2021,1,148.52,37.57,54.15,0
Uttar Pradesh,2020,4,37.32,28.77,78.21,0
Madhya Pradesh,2022,2,78.96,28.63,84.48,0
Maharashtra,2020,6,344.56,36.92,56.44,0
Karnataka,2023,1,55.95,27.99,79.56,0
Maharashtra,2024,2,27.64,22.32,91.84,0
Punjab,2023,9,270.2,30.49,67.66,0
Maharashtra,2022,2,78.55,32.18,44.94,0
Uttar Pradesh,2023,7,421.06,26.19,73.01,0
Punjab,2023,5,29.77,30.56,42.04,0
Madhya Pradesh,2020,6,311.46,22.81,41.88,0
Punjab,2024,3,125.6,24.29,90.26,0
Karnataka,2022,9,587.97,30.57,39.3,0
Punjab,2023,10,62.44,35.55,53.88,0
Madhya Pradesh,2021,12,22.18,30.25,84.93,0
Uttar Pradesh,2022,3,121.43,21.85,73.73,0
Karnataka,2023,7,288.2,22.8,86.81,0
Punjab,2022,11,44.95,23.79,30.04,0
Punjab,2021,5,131.89,35.44,70.78,0
Punjab,2021,1,115.04,21.35,59.79,0
Uttar Pradesh,2023,1,59.17,20.06,61.6,0
Karnataka,2022,8,568.3,18.88,48.94,0
Maharashtra,2023,4,39.06,23.24,89.05,0
Maharashtra,2024,6,387.23,28.26,79.44,0
Karnataka,2023,9,261.8,28.72,57.95,0
Uttar Pradesh,2020,5,93.57,39.99,80.01,0
Maharashtra,2024,7,359.15,36.21,41.1,0
Karnataka,2024,8,212.19,22.5,52.13,0
Madhya Pradesh,2020,1,81.48,31.53,89.19,0
Punjab,2023,8,403.94,29.03,33.27,0
Maharashtra,2021,1,14.89,30.13,58.48,0
Madhya Pradesh,2024,4,127.49,21.53,31.62,0
Uttar Pradesh,2023,2,72.87,23.22,33.22,0
Punjab,2023,2,111.44,20.46,69.54,0
Punjab,2020,6,312.42,21.82,54.68,0
Madhya Pradesh,2024,12,122.2,26.63,78.8,0
Karnataka,2021,9,250.19,35.0,45.4,0
Maharashtra,2023,7,470.96,30.45,90.39,0
Madhya Pradesh,2024,8,354.93,19.46,31.25,0
Punjab,2021,1,125.76,29.54,80.39,0
Uttar Pradesh,2020,12,42.82,25.59,31.96,0
Punjab,2023,12,144.61,32.69,90.66,0
Madhya Pradesh,2023,11,47.17,31.45,74.1,0
Punjab,2024,6,327.02,36.66,91.57,0
Madhya Pradesh,2022,1,133.88,34.26,48.04,0
Maharashtra,2024,9,312.65,39.19,30.67,0
Punjab,2020,8,486.42,33.54,70.47,0
Maharashtra,2021,10,148.62,24.86,52.1,0
Karnataka,2022,7,231.58,27.74,46.97,0
Madhya Pradesh,2023,4,58.07,36.36,90.81,0
Maharashtra,2023,3,36.0,26.2,90.36,0
Madhya Pradesh,2020,3,18.65,20.03,40.58,0
Uttar Pradesh,2024,2,93.33,21.31,92.92,0
Punjab,2022,1,72.54,29.03,46.03,0
Punjab,2021,4,75.93,32.56,78.83,0
Madhya Pradesh,2022,2,115.54,30.71,88.78,0
Punjab,2023,9,526.96,34.66,33.61,0
Punjab,2022,5,10.96,22.67,73.13,0
Karnataka,2024,7,364.48,26.85,87.5,0
Uttar Pradesh,2023,7,558.23,38.0,50.4,0
Punjab,2021,1,106.75,23.98,42.39,0
Maharashtra,2021,6,273.85,25.53,57.95,0
Maharashtra,2024,11,126.33,20.64,77.77,0
Karnataka,2023,2,84.4,24.33,62.03,0
Madhya Pradesh,2020,3,51.99,31.11,58.2,0
Madhya Pradesh,2020,11,33.02,20.56,65.54,0
Uttar Pradesh,2024,5,136.34,25.57,77.65,0
Maharashtra,2021,1,102.21,38.49,83.36,0
Maharashtra,2023,5,89.32,32.45,88.4,0
Karnataka,2022,2,65.93,25.19,30.7,0
Madhya Pradesh,2024,9,530.62,35.62,36.79,0
Uttar Pradesh,2020,11,90.76,28.21,37.72,0
Madhya Pradesh,2023,12,147.28,22.72,34.37,0
Maharashtra,2022,7,437.94,34.26,32.11,0
Uttar Pradesh,2020,5,102.22,29.71,36.71,0
Punjab,2024,2,34.15,30.5,49.26,0
Maharashtra,2022,12,141.36,36.01,93.93,0
Karnataka,2021,5,46.35,39.33,58.03,0
Madhya Pradesh,2024,9,339.01,19.11,33.43,0
Karnataka,2021,12,106.88,28.07,44.72,0
Uttar Pradesh,2024,1,95.96,23.56,67.55,0
Karnataka,2023,9,343.68,36.12,83.35,0
Karnataka,2022,10,76.83,25.72,53.57,0
Karnataka,2021,8,522.29,25.22,43.59,0
Uttar Pradesh,2023,11,21.86,28.27,61.34,0
Karnataka,2020,6,536.36,22.87,54.76,0
Maharashtra,2022,11,123.18,36.12,55.0,0
Punjab,2024,6,383.65,24.67,90.62,0
Karnataka,2022,3,26.61,38.54,74.45,0
Karnataka,2021,1,84.42,18.72,60.91,0
Madhya Pradesh,2024,1,67.08,21.55,72.67,0
Punjab,2024,5,145.96,30.37,76.46,0
Karnataka,2023,5,19.58,27.19,37.56,0
Madhya Pradesh,2021,12,95.79,38.65,73.02,0
Madhya Pradesh,2021,9,230.72,25.8,65.79,0
Madhya Pradesh,2024,1,66.45,36.34,82.95,0
Punjab,2024,5,95.66,26.22,46.6,0
Madhya Pradesh,2020,5,24.82,25.81,56.86,0
Maharashtra,2024,9,470.33,32.48,34.56,0
Karnataka,2023,5,65.34,22.0,40.19,0
Karnataka,2024,5,125.82,18.92,57.25,0
Uttar Pradesh,2023,5,33.55,37.35,66.21,0
Karnataka,2022,4,42.39,29.05,77.55,0
Punjab,2024,4,144.14,22.85,87.6,0
Maharashtra,2024,6,573.72,38.16,71.3,0
Maharashtra,2021,6,451.93,26.87,78.91,0
Madhya Pradesh,2022,12,84.38,32.9,57.85,0
Uttar Pradesh,2021,11,112.41,36.14,39.52,0
Punjab,2021,3,126.61,29.89,84.9,0
Uttar Pradesh,2023,9,372.52,26.34,89.48,0
Maharashtra,2023,12,45.16,36.57,61.46,0
Uttar Pradesh,2020,7,405.64,24.79,67.25,0
Madhya Pradesh,2020,2,55.53,18.86,47.68,0
Madhya Pradesh,2024,7,202.55,39.52,92.77,0
Uttar Pradesh,2022,11,65.32,34.02,52.48,0
Maharashtra,2023,10,103.95,35.72,91.54,0
Uttar Pradesh,2023,6,360.08,35.23,47.29,0
Uttar Pradesh,2024,12,148.65,18.57,69.23,0
Punjab,2023,9,463.8,33.14,37.83,0
Punjab,2021,12,141.39,21.99,70.48,0
Uttar Pradesh,2023,9,289.07,24.76,65.52,0
Madhya Pradesh,2023,10,68.41,21.52,41.11,0
Karnataka,2023,1,68.54,34.66,88.37,0
Punjab,2021,9,233.65,26.65,36.52,0
Uttar Pradesh,2020,4,12.32,32.56,69.16,0
Uttar Pradesh,2024,3,32.82,23.14,31.54,0
Punjab,2021,10,126.89,39.44,38.8,0
Maharashtra,2020,9,292.59,37.11,90.22,0
Madhya Pradesh,2020,6,367.85,19.11,32.56,0
Maharashtra,2020,7,429.58,26.64,31.86,0
Madhya Pradesh,2024,5,91.66,18.25,81.18,0
Maharashtra,2022,5,52.9,18.89,68.24,0
Madhya Pradesh,2020,10,65.68,39.42,65.37,0
Uttar Pradesh,2020,9,310.1,33.61,47.65,0
Maharashtra,2021,6,561.7,26.24,65.74,0
Karnataka,2021,3,17.08,27.37,84.1,0
Madhya Pradesh,2024,10,122.79,22.94,44.7,0
Punjab,2021,10,124.42,38.47,36.2,0
Karnataka,2023,3,73.01,25.42,86.59,0
Madhya Pradesh,2023,2,21.69,22.64,78.91,0
Punjab,2022,6,220.52,28.84,58.74,0
Punjab,2022,3,56.82,26.68,64.45,0
Uttar Pradesh,2020,6,264.55,30.58,82.35,0
Madhya Pradesh,2020,10,116.42,21.39,39.7,0
Uttar Pradesh,2023,1,47.54,25.94,56.55,0
Maharashtra,2020,11,105.16,19.25,32.25,0
Punjab,2024,6,356.76,33.34,42.57,0
Uttar Pradesh,2024,5,99.81,23.72,87.6,0
Madhya Pradesh,2021,12,135.4,24.54,44.95,0
Maharashtra,2024,8,364.52,23.29,73.7,0
Maharashtra,2024,1,125.65,32.81,83.58,0
Madhya Pradesh,2020,2,65.58,21.44,77.97,0
Punjab,2021,4,60.47,32.77,47.59,0
Karnataka,2021,4,21.37,39.84,40.15,0
Madhya Pradesh,2023,2,148.38,39.5,81.6,0
Maharashtra,2020,6,463.77,30.71,86.3,0
Karnataka,2024,8,315.78,28.29,70.26,0
Punjab,2021,12,67.57,27.4,51.47,0
Madhya Pradesh,2020,3,88.99,36.71,43.1,0
Punjab,2022,11,140.82,33.16,83.51,0
Punjab,2020,3,87.87,35.15,31.05,0
Maharashtra,2021,6,527.35,18.88,87.84,0
Maharashtra,2021,9,596.79,24.47,43.67,0
Karnataka,2022,9,506.15,23.57,86.26,0
Karnataka,2020,9,241.14,20.77,93.64,0
Madhya Pradesh,2024,7,469.54,36.63,51.08,0
Karnataka,2021,7,470.59,31.07,69.2,0
Karnataka,2022,5,105.55,30.66,57.89,0
Karnataka,2024,11,48.63,34.91,44.71,0
Punjab,2022,1,106.93,23.13,70.65,0
Uttar Pradesh,2022,6,498.83,22.81,33.9,0
Maharashtra,2024,8,252.39,31.33,85.21,0
Punjab,2020,2,16.3,34.15,52.19,0
Punjab,2020,7,391.41,38.43,51.58,0
Maharashtra,2024,12,75.15,18.3,35.3,0
Punjab,2021,6,303.44,18.61,71.04,0
Maharashtra,2022,12,69.7,30.06,41.35,0
Maharashtra,2024,11,51.43,32.6,92.74,0
Punjab,2024,7,220.17,37.59,67.5,0
Karnataka,2020,2,88.95,29.01,34.51,0
Punjab,2023,9,235.95,31.22,52.16,0
Madhya Pradesh,2022,6,566.91,26.94,39.31,0
Madhya Pradesh,2021,2,110.06,24.45,64.16,0
Madhya Pradesh,2021,6,479.13,37.81,81.49,0
Uttar Pradesh,2024,10,104.69,32.95,91.49,0
Karnataka,2024,5,51.42,18.02,47.68,0
Karnataka,2023,2,40.5,32.56,71.19,0
Maharashtra,2021,10,93.08,18.36,77.37,0
Uttar Pradesh,2020,7,329.41,32.63,66.18,0
Madhya Pradesh,2023,11,57.98,20.96,36.14,0
Maharashtra,2022,2,126.41,38.2,72.24,0
Maharashtra,2021,11,24.48,26.84,77.38,0
Madhya Pradesh,2023,12,119.17,20.6,30.0,0
Madhya Pradesh,2022,10,109.7,25.85,46.54,0
Karnataka,2023,8,205.16,29.89,85.32,0
Punjab,2023,7,583.05,30.45,63.44,0
Karnataka,2023,11,21.91,30.08,54.7,0
Uttar Pradesh,2022,2,95.0,26.55,45.62,0
Maharashtra,2022,10,23.3,24.93,36.28,0
Karnataka,2020,8,270.76,39.72,58.87,0
Madhya Pradesh,2023,5,84.46,37.22,94.71,0
Punjab,2021,5,91.58,35.87,51.25,0
Uttar Pradesh,2020,1,52.8,26.86,73.71,0
Karnataka,2022,1,105.51,24.94,38.66,0
Maharashtra,2024,1,98.54,20.82,67.6,0
Punjab,2020,7,477.37,33.41,78.98,0
Punjab,2022,5,132.2,29.0,77.47,0
Punjab,2023,6,447.67,22.11,31.67,0
Karnataka,2020,11,49.84,27.75,70.11,0
Karnataka,2022,2,128.99,22.32,38.16,0
Madhya Pradesh,2021,12,144.89,20.38,61.1,0
Punjab,2022,3,91.98,29.91,35.59,0
Karnataka,2020,9,222.81,20.32,68.06,0
Maharashtra,2024,4,86.21,23.14,71.46,0
Karnataka,2021,2,124.81,18.91,62.38,0
Uttar Pradesh,2022,5,106.5,23.55,50.01,0
Maharashtra,2023,6,445.46,37.75,82.65,0
Karnataka,2023,12,91.64,34.06,53.71,0
Madhya Pradesh,2020,5,99.74,28.26,42.35,0
Madhya Pradesh,2020,9,480.7,30.24,53.31,0
Karnataka,2022,8,564.54,18.46,50.53,0
Karnataka,2023,9,222.75,34.86,75.64,0
Karnataka,2021,3,56.39,32.86,55.74,0
Madhya Pradesh,2023,8,502.5,27.99,56.8,0
Maharashtra,2024,11,140.86,23.52,37.83,0
Karnataka,2023,4,91.84,39.33,54.56,0
Punjab,2020,9,224.81,25.46,62.89,0
Madhya Pradesh,2024,6,264.77,32.48,94.85,0
Madhya Pradesh,2024,9,380.7,25.8,56.05,0
Madhya Pradesh,2022,6,246.06,37.43,56.96,0
Karnataka,2020,8,354.91,32.51,58.73,0
Madhya Pradesh,2022,7,459.29,19.35,82.89,0
Maharashtra,2023,12,141.67,32.27,92.05,0
Karnataka,2022,8,260.57,28.5,69.12,0
Karnataka,2021,11,91.44,26.83,51.98,0
Punjab,2023,6,250.73,26.62,40.57,0
Uttar Pradesh,2022,10,112.81,22.59,33.81,0
Karnataka,2021,8,420.95,31.1,86.67,0
Karnataka,2020,11,90.78,25.6,82.2,0
Punjab,2023,8,416.11,19.74,66.78,0
Maharashtra,2021,5,137.12,26.72,49.26,0
Karnataka,2024,4,30.09,21.33,58.13,0
Karnataka,2020,8,438.27,19.77,91.07,0
Uttar Pradesh,2023,10,115.72,30.91,83.85,0
Maharashtra,2023,4,21.23,28.49,70.96,0
Madhya Pradesh,2021,7,531.46,35.24,48.01,0
Punjab,2024,12,141.72,20.74,86.88,0
Karnataka,2020,8,588.38,21.9,76.93,0
Punjab,2024,6,216.11,26.92,63.56,0
Karnataka,2022,3,91.29,38.59,73.7,0
Maharashtra,2023,6,392.51,35.81,91.78,0
Madhya Pradesh,2021,8,208.83,39.62,35.6,0
Karnataka,2021,5,124.01,24.17,38.59,0
Uttar Pradesh,2020,11,71.58,32.17,54.76,0
Maharashtra,2022,4,17.64,31.19,88.66,0
Maharashtra,2020,11,63.65,22.76,58.77,0
Uttar Pradesh,2022,2,16.77,36.05,83.71,0
Karnataka,2023,1,92.32,25.77,81.99,0
Madhya Pradesh,2024,1,87.66,36.17,71.04,0
Maharashtra,2024,9,513.76,31.17,56.92,0
Madhya Pradesh,2021,7,583.18,29.9,69.33,0
Punjab,2023,10,40.87,31.76,67.15,0
Maharashtra,2021,2,35.88,19.31,69.28,0
Uttar Pradesh,2020,11,116.92,29.51,44.74,0
Madhya Pradesh,2022,12,103.31,19.76,58.72,0
Punjab,2022,6,265.35,22.06,43.15,0
Uttar Pradesh,2023,8,354.68,19.13,55.86,0
Madhya Pradesh,2020,8,404.68,28.63,54.88,0
Karnataka,2020,2,127.48,21.2,62.87,0
Punjab,2020,7,224.82,19.57,67.3,0
Madhya Pradesh,2023,8,426.41,37.32,66.26,0
Maharashtra,2023,8,583.92,19.07,36.37,0
Karnataka,2021,7,217.63,22.08,65.18,0
Maharashtra,2024,3,100.38,19.0,91.49,0
Maharashtra,2023,11,127.9,24.53,35.02,0
Uttar Pradesh,2024,5,33.78,20.79,38.01,0
Maharashtra,2020,9,407.42,23.41,53.28,0
Karnataka,2023,12,148.53,33.05,91.68,0
Karnataka,2024,5,29.96,26.41,66.06,0
Madhya Pradesh,2022,2,20.75,18.09,73.58,0
Punjab,2024,11,99.85,27.04,61.83,0
Karnataka,2021,4,68.16,18.53,51.8,0
Uttar Pradesh,2024,4,34.79,20.17,92.19,0
Uttar Pradesh,2020,6,439.74,34.03,50.5,0
Karnataka,2024,4,65.04,23.21,36.3,0
Madhya Pradesh,2022,9,271.61,35.55,74.04,0
Maharashtra,2022,8,418.77,28.45,89.96,0
Madhya Pradesh,2021,5,20.18,24.17,52.75,0
Karnataka,2023,7,512.97,39.84,45.64,0
Punjab,2021,8,549.72,36.27,44.6,0
Karnataka,2020,10,65.91,27.01,93.58,0
Maharashtra,2023,8,272.36,35.58,51.72,0
Uttar Pradesh,2023,5,112.32,27.24,67.59,0
Karnataka,2024,5,126.57,35.69,86.32,0
Uttar Pradesh,2020,7,223.85,33.23,39.1,0
Madhya Pradesh,2024,2,68.21,30.07,56.18,0
Madhya Pradesh,2020,8,407.84,39.92,38.79,0
Maharashtra,2020,7,470.18,26.71,38.65,0
Madhya Pradesh,2020,3,32.22,38.88,87.17,0
Maharashtra,2024,6,562.82,39.81,43.54,0
Punjab,2021,2,59.76,32.72,61.45,0
Madhya Pradesh,2021,12,68.57,25.87,68.6,0
Uttar Pradesh,2023,9,430.24,21.55,60.66,0
Maharashtra,2022,1,87.49,30.55,43.66,0
Madhya Pradesh,2021,3,113.92,18.55,53.06,0
Karnataka,2020,12,119.23,30.41,46.98,0
Uttar Pradesh,2020,1,107.29,30.48,81.76,0
Madhya Pradesh,2021,11,112.9,31.42,61.73,0
Maharashtra,2024,3,28.65,23.75,57.24,0
Madhya Pradesh,2023,12,93.9,29.3,48.73,0
Uttar Pradesh,2024,1,10.91,28.92,48.57,0
Madhya Pradesh,2021,5,112.85,18.53,68.01,0
Madhya Pradesh,2021,6,576.59,21.84,60.66,0
Karnataka,2020,2,22.8,31.77,65.78,0
Karnataka,2022,6,362.95,29.47,88.28,0
Karnataka,2024,12,37.48,18.5,86.01,0
Maharashtra,2021,9,430.85,37.59,68.8,0
Maharashtra,2024,2,123.42,27.45,78.74,0
Madhya Pradesh,2022,4,137.83,30.59,41.75,0
Madhya Pradesh,2023,10,47.63,22.37,46.05,0
Uttar Pradesh,2020,8,322.57,30.21,68.22,0
Punjab,2020,6,370.6,31.54,35.3,0
Madhya Pradesh,2021,3,22.29,21.78,63.68,0
Madhya Pradesh,2022,8,285.6,24.23,56.02,0
Punjab,2021,1,123.66,18.3,72.21,0
Punjab,2022,6,467.55,35.57,90.63,0
Madhya Pradesh,2022,8,208.06,21.38,87.6,0
Punjab,2020,12,74.19,30.42,73.1,0
Madhya Pradesh,2023,1,105.07,38.5,94.8,0
Karnataka,2023,5,110.82,24.32,87.18,0
Punjab,2021,9,219.69,23.08,88.33,0
Karnataka,2023,12,45.87,22.85,38.98,0
Maharashtra,2023,8,543.64,29.0,73.87,0
Punjab,2021,3,43.47,34.68,79.4,0
Madhya Pradesh,2020,7,325.04,27.04,43.63,0
Maharashtra,2022,11,146.72,32.2,90.75,0
Punjab,2020,3,52.47,35.2,79.78,0
Madhya Pradesh,2023,7,476.66,39.24,55.58,0
Uttar Pradesh,2021,9,252.29,32.78,77.41,0
Uttar Pradesh,2020,7,430.02,22.55,62.79,0
Maharashtra,2024,7,324.88,27.4,71.94,0
Punjab,2024,4,114.33,23.11,56.35,0
Madhya Pradesh,2023,2,47.68,22.37,80.92,0
Madhya Pradesh,2021,12,137.3,26.15,78.83,0
Karnataka,2024,5,135.58,36.61,41.88,0
Maharashtra,2021,3,143.88,26.29,52.05,0
Karnataka,2021,1,18.74,28.7,37.09,0
Maharashtra,2022,9,299.42,24.97,82.57,0
Uttar Pradesh,2023,12,132.57,24.65,85.82,0
Uttar Pradesh,2020,1,130.01,34.82,39.54,0
Karnataka,2022,11,106.65,38.79,74.37,0
Madhya Pradesh,2021,4,56.43,29.01,71.97,0
Uttar Pradesh,2024,4,81.48,20.64,50.28,0
Karnataka,2021,1,122.34,36.95,38.92,0
Maharashtra,2023,9,580.95,25.23,73.05,0
Punjab,2023,4,115.26,35.86,91.47,0
Punjab,2021,3,53.81,36.89,38.56,0
Uttar Pradesh,2020,12,108.71,34.32,74.05,0
Karnataka,2023,11,45.32,37.21,40.98,0
Madhya Pradesh,2022,12,17.51,33.78,60.91,0
Madhya Pradesh,2022,12,128.87,26.43,40.94,0
Madhya Pradesh,2024,11,127.1,30.08,42.3,0
Maharashtra,2022,12,110.85,29.24,69.28,0
Punjab,2022,12,74.53,36.23,83.92,0
Maharashtra,2020,12,109.31,20.32,84.53,0
Madhya Pradesh,2024,4,103.94,33.33,53.59,0
Madhya Pradesh,2022,8,551.71,33.96,37.32,0
Madhya Pradesh,2022,2,67.09,37.5,33.07,0
Punjab,2024,8,584.57,32.94,71.04,0
Punjab,2021,4,47.88,23.47,91.23,0
Uttar Pradesh,2022,12,51.76,35.06,55.55,0
Punjab,2021,8,255.7,18.24,65.38,0
Punjab,2024,6,590.31,26.12,53.22,0
Uttar Pradesh,2021,9,337.64,29.45,58.64,0
Madhya Pradesh,2023,9,551.97,29.12,63.0,0
Maharashtra,2023,7,255.35,39.62,46.25,0
Madhya Pradesh,2023,9,229.35,32.59,68.7,0
Uttar Pradesh,2020,11,68.12,27.29,81.03,0
Uttar Pradesh,2021,10,37.4,36.05,72.17,0
Punjab,2021,8,367.59,28.08,46.68,0
Uttar Pradesh,2020,10,115.3,29.28,50.86,0
Maharashtra,2022,5,93.45,39.91,58.29,0
Maharashtra,2020,2,138.9,25.59,33.56,0
Maharashtra,2022,12,38.59,27.21,44.28,0
